content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,醫藥界的「AI級震盪」！一劑減肥藥憑什麼改寫世界 - 商業周刊第1881期 - 商周線上讀,丹麥專攻糖尿病的百年老藥廠諾和諾德，推出一系列可以控制體重的針劑與口服藥，在市場上掀起旋風，這讓諾和諾德身價水漲船高。今年九月它超越奢侈品龍頭LVMH集團，成為歐洲市值最高的公司。當這款藥物橫掃市場後，各個產業，更多意想不到的蝴蝶效應也正在產生，甚至可能顛覆既有產業。雅虎財經分析，減重藥熱潮引發了市場對食品飲料、醫療設備、胰島素、減肥手術等的擔憂，這些領域的收入，可能會因減重藥而大減。,全球話題, ,2023/11/30,"減肥,諾和諾德,輝瑞,藥廠,糖尿病,肥胖,醫藥,零售,航空"
https://www.businessweekly.com.tw/Archive/Article?StrId=7009231,,,,,,
,大建商倒閉潮蔓延全球⋯台灣房市風暴何時來？,繼亞洲中國房市泡沫崩盤、歐洲奧地利房產巨頭西格納破產，全球先進國家房市正陷入暴雷颱風圈中。專家分析，台灣房市風平浪靜的原因在於有：實質房價超漲幅度有限、央行保守限貸、大建商財務穩健以及剛需強勁四項支撐,財經,地產風雲,2023/12/1,"房市, 房價, 西格納, 碧桂園, 房地產"
,做不到蘋果在意的事恐掉單！鴻海綠電布局為何落後立訊 - 商業周刊第1881期 - 商周線上讀,隨著越來越多品牌承諾2030年綠電使用比率上升，供應鏈得擔心的，不只是得加碼布局中國以外的生產基地，還得擔心自己夠不夠「綠」——一場「不用綠電就可能掉訂單」的危機，正在科技界蔓延。去年蘋果iPhone前3大組裝廠鴻海、和碩、立訊的《2023年供應鏈變遷：全球大型電子零組件供應商氣候承諾與再生能源報告》評比皆屬中後段班。但和碩、立訊勵精圖治，今年評比都進步了，立訊更是此次評比榜首，相較之下，鴻海分數與去年相同，都是D+。,商周ESG, ,2023/11/30,"蘋果,iphone,鴻海,立訊,和碩,綠色"
,58歲科技人被裁員，改當房務員：打理出一塵不染的房間，竟好有成就感,曾在電子產業任職22年的楊崇奇，在57歲遇上疫情後期的科技業裁員潮，而離開職場。他投了上百封履歷想重回科技業，卻深刻感受到年紀已成障礙。某天，他在網路上看到友善中高齡的企業職缺，於是在顧問的協助下，被,職場,職場修練,2023/11/29,"中年失業,退休,求職,轉職,中高齡就業"
,無聲無息偷走健康　癌症會發生恐是它害的 - 商業周刊第1881期 - 商周線上讀,癌症一直是全球主要死亡原因之一，可能為先天遺傳或是後天造成。而在後天造成的原因當中，慢性發炎也是一個重要因素。為什麼慢性發炎和癌症有關？想抗癌，就得先抗發炎，除了均衡飲食、維持良好生活習慣以外，還得定期篩檢預防。以下由醫師幫你解惑。,良醫問診, ,2023/11/30,"慢性發炎,癌症,篩檢,慢性,癌細胞,大腸癌"
,給主管們的10句箴言：你處在陰溝，但你要一直仰望星空,管理，是透過他人來達成目標。當下屬自己的目標都完成了，主管的目標才有可能達成。如果你想要一個會主動思考，並且能和你並肩作戰的隊友，那就要學會反對同仁的意見，而不是批評他。忙碌的主管請記得，不要在不值得,管理,領導馭人,2023/11/28,"帶人,領導,管理"
,中年轉職，面試前你一定要做兩件事！才能「一試就上」,面試就像上戰場，即使你是經驗豐富的職場老將，沒做好縝密準備，中年求職仍可能被處處打槍。…認識小宜10年了，這幾年之間她做了幾次職涯跑道的轉換，進的都是一流的國際性公司，職位更是步步高升。小宜在台灣是一般,職場,職場修練,2019/11/14,"求職,孫子兵法,面試,轉職"
https://podcasts.apple.com/tw/podcast/%E5%95%86%E5%91%A8%E8%AE%80%E6%9B%B8%E6%9C%83-%E4%B8%8D%E8%AB%96%E6%BC%B2%E8%B7%8C%E9%83%BD%E8%83%BD%E6%A8%82%E6%B4%BB%E7%9A%84%E6%8A%95%E8%B3%87%E5%BF%83%E6%B3%95-%E6%88%B0%E5%8B%9D%E8%B2%AA%E5%A9%AA%E4%BA%BA%E6%80%A7%E5%B0%B1%E8%83%BD%E7%A9%A9%E7%A9%A9%E8%B3%BA/id1537748440?i=1000637115232,,,,,,
,誰說長輩才吃素？蔬食Buffet果然匯「最大公約數」戰法讓年輕人也上門 - 商業周刊第1861期 - 商周線上讀,傳統印象裡，吃素食、蔬食的多為年長者，但饗賓旗下蔬食Buffer果然匯卻能讓年輕人願上門吃素。首先，團隊曾連續1個月吃遍各地蔬食餐廳，找出「無肉但又受歡迎」的料理；接著為解決成本高卻難漲價難題，它將料理拆10道工序細算成本；此外，重新配置資源，投入年輕人重視的用餐環境、餐台設計。從小眾市場延伸，找出最大公約數，讓生意變更大。,封面故事, ,2023/7/13,"蔬食,Buffet,饗賓,果然匯,素食,吃素"
