content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,總統電視政見第二場發表會懶人包》柯文哲、侯友宜、賴清德3人交鋒重點一次看,2024年總統大選第二場電視政見發表會，於12月26日下午2點登場。本場發言順序為：柯文哲、侯友宜、賴清德。在這次發表會中，柯、侯、賴分別談及教育、治安、青年、少子化、ECFA、AI與能源轉型、五缺、,焦點,時事分析,2023/12/26,"教育,2024總統大選,賴清德,總統大選,能源政策,生育,核能,居住正義,侯友宜,缺工,柯文哲,總統政見"
,總統電視政見第二場發表會懶人包》柯文哲、侯友宜、賴清德3人交鋒重點一次看,2024年總統大選第二場電視政見發表會，於12月26日下午2點登場。本場發言順序為：柯文哲、侯友宜、賴清德。在這次發表會中，柯、侯、賴分別談及教育、治安、青年、少子化、ECFA、AI與能源轉型、五缺、,焦點,時事分析,2023/12/26,"教育,2024總統大選,賴清德,總統大選,能源政策,生育,核能,居住正義,侯友宜,缺工,柯文哲,總統政見"
,獨家專訪》蔣尚義談魏哲家：必要時肯吃虧，是能一起工作、也能當朋友的人,在台積電宣布董事長劉德音2024年將退休，並由魏哲家接任下一任董事長後，蔣尚義接受商周獨家專訪，首次公開談論他所認識的魏哲家。蔣尚義分享過去與魏哲家共事的經驗，表示無論對外、對外，魏哲家都是必要時比較,財經,焦點人物,2023/12/26,"鴻海,台積電,劉德音,蔣尚義,魏哲家"
,實支實付醫療險要改了，改成怎樣？金管會：多保不理賠,國人過度投保實支實付醫療險，變相「靠生病賺錢」，使保險業實支險損失率攀升。為讓實支險回歸「損害填補」，金管會將對實支險朝建立損失分攤機制、及落實核保通報機制等兩大改革。,生活,養生保健,2023/12/27," 金管會, 醫療險,保險"
,2024勞工紓困貸款1/5開放登記！4個符合資格、線上申請教學一次看,為協助勞工朋友度過農曆年前經濟困難，勞動部2024年「勞工保險被保險人紓困貸款」將於2024年1月5日開放辦理，至1月19日截止。只要符合4個申請條件，每人最高可貸10萬元，貸款期間3年、年利率目前2,財經,投資理財,2023/12/26,"勞保紓困貸款,勞工紓困貸款利率,貸款,勞工紓困貸款申請,勞工紓困貸款,勞工"
,永豐金證券一招顧客旅程放大術　助開戶數4年增4倍 - 商業周刊第1884期 - 商周線上讀,當同業都在做類似產品、提供相近服務，如何做出差異化？永豐金證券大戶投，不只專注產品打磨、優化使用體驗，更思考顧客怎麼接觸它、要用它達成什麼目的。他們將顧客旅程，往前、往後延伸，透過自營媒體提供投資理財資訊、與永豐銀聯手動腦、簡化開戶流程，找到新突破點。,金融街, ,2023-12-21,"永豐,證券,銀行,股票,數位轉型,顧客旅程,大戶投"
,她放棄主播夢、到英國當服務生⋯找到「前所未有的人生平衡感」，月存5萬元,張品萱28歲時前隻身飛往英國工作。儘管在異鄉生活、工作很辛苦，但遠高於台灣的薪水和生活平衡，讓她從只想打工，轉為決心留在英國工作。對於給有意前往海外工作的朋友，張品萱以過來人的身分提供3個提醒：語言仍,職場,職場修練,2023/08/23,"職涯,職場,夢想,轉職"
,不愛接觸人、不太會講話⋯她性格內向，卻成為頂尖業務,「業務」這個職業，可說是靦腆的人幾乎不會考慮從事的工作類別之一。但實際觀察表現出色的業務員，你會發現他們的話不多，心思很細膩。以現今業界趨勢來看，老套的強硬推銷，或是咄咄逼人的手法，已經無法擁有好的業,職場,職場修練,2023/08/03,"業績,特質,溝通,業務"
,最新職場性格測驗》現在有「這種性格」的人，最被企業人資主管青睞,很多人對老闆最大的不爽就是朝令夕改，昨天才說那樣，今天就變了個樣，還是一百八十度大轉變，讓人無所適從，不知道怎麼做事得好，老覺得自己昨天是白做工了，早知道就別那麼努力以赴&amp;hellip;在說不,職場,職場修練,2016/09/29,"職場性格,ddi測驗,職場性格測驗"
,以創意成就創作！散播愛彼AP自由奔放理念，幻化無數出色藝術結晶,自2012年起，全球各地出現了諸多令人驚豔的藝術結晶，有捕捉瑰麗壯觀自然景色的攝影作品、有以回收材料所打造發人省思的自走機械獸、也有顛覆傳統靜態雕塑的動態裝置藝術。探索這發展十餘年來的藝術創作，背後的,生活,時尚藝文,2023/12/18,
