content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,從電池到充電樁、6年「不務正業」  張安平公開台泥轉型全貌 - 商業周刊第1878期 - 商周線上讀,今年10月底，台泥董事長張安平宣布該公司的低碳建材產品，將大舉入市。過去6年，外界看他總覺他「不務正業」，帶著70多年的老水泥公司拚跨業轉型，布局再生能源、電動車充電樁，做儲能、電池，直到他把新舊事業串在一起，推出了整套的綠色解決方案——外界這才看懂，原來他跨業布局這麼久，並沒有離開水泥本業。,封面故事, ,2023-11-09,"台泥,張安平,低碳,建材,水泥,綠色,減碳"
,年底轉職，我可以嗎？先對自己進行這5句靈魂拷問,年底想轉職，專家建議你一定要先問自己這5個問題。,職場,職場修練,2023/11/28,"換工作,年後轉職,預備金,跳槽,年終轉職"
,查理蒙格助巴菲特成為股神的3個人生禮物：戒貪、勇氣、遠見,今年99歲的蒙格比巴菲特大7歲，他在35歲那年認識了巴菲特，兩人一見如故，並成為逾半世紀的合作夥伴。巴菲特曾說，蒙格讓他從猩猩變人類，如果不認識蒙格，他會比現在窮得多。蒙格給了巴菲特3個最重要人生禮物,財經,投資理財,2023/11/29,"投資,巴菲特,窮查理的普通常識,查理蒙格,波克夏"
,談90多年人生，巴菲特說：生命中擁有一個「不想讓他失望」的人，是幸福的,股神巴菲特，在4月14日接受電視名人查理・羅斯（Charlie Rose）的專訪。高齡91歲的巴菲特，受訪時神采奕奕，從自己的人生觀、投資觀到價值觀，娓娓道來，當中不少金句發人深省。《商業周刊》取得查,財經,焦點人物,2023/11/29,"巴菲特,查理蒙格,窮查理的普通常識,波克夏"
,查理蒙格給畢業生的7個致富心法：想得到那樣東西，最可靠的方法是配得上它,查理．蒙格指出，獲得智慧是一種道德責任，並強調雖然他讀的是法學院，但若要在生活中和學習上取得成功，最好的辦法是：掌握跨領域的知識。這篇有名的演講獲得了巨大的迴響：,財經,投資理財,2023/11/29,"畢業演講,巴菲特,查理蒙格,窮查理的普通常識,致富,波克夏,投資理財"
,查理蒙格不敗致富心法：節儉、勤奮…還有期待麻煩隨時降臨,查理蒙格認為，如果你真的想在某個領域出人頭地，那麼必須擁有強烈的興趣。我可以強迫自己把許多事情做得相當好，但我無法將沒有強烈興趣的事情做到非常出色。從某種程度上來說，你們也跟我差不多。因此，如果有機會,財經,投資理財,2023/11/29,"巴菲特,致富,窮查理的普通常識,查理蒙格,波克夏"
https://www.businessweekly.com.tw/bookshop/book/product?prodNo=PROD000010308&utm_source=Line&utm_medium=social&utm_content=bw&utm_campaign=content,,,,,,
,台中13期品牌首發案》軌道經濟發酵，十分鐘最強半徑！惠宇建設打造未來永續住宅！,連續五年蟬聯「全台最想移居城市」的台中市，在市府大力興建綠地公園，短短數年已讓台中市民人均綠地面積超過《世界衛生組織》建議標準，每人擁有9.5平方公尺綠地。挾帶低密度高綠覆優勢，加上享有健全醫療服務、,財經,地產風雲,2023/11/24,"中興大學,中山大學,惠宇拾山,台中13期,移居城市"
,查理蒙格助巴菲特成為股神的3個人生禮物：戒貪、勇氣、遠見,今年99歲的蒙格比巴菲特大7歲，他在35歲那年認識了巴菲特，兩人一見如故，並成為逾半世紀的合作夥伴。巴菲特曾說，蒙格讓他從猩猩變人類，如果不認識蒙格，他會比現在窮得多。蒙格給了巴菲特3個最重要人生禮物,財經,投資理財,2023/11/29,"投資,巴菲特,窮查理的普通常識,查理蒙格,波克夏"
,越南經濟恐得中國病？4原因揭台商、專家為何看好 - 商業周刊第1881期 - 商周線上讀,越南經濟，也開始步入共產主義前輩中國的後塵？越南女首富去年遭越南政府逮捕，就連出口也疲軟，實體經濟熄火，形成K型消費市場，與中國經濟情況類似。但商周遍訪各產業台商與學者，他們卻都看好越南，原因為何？,投資焦點, ,2023-11-30,"越南,台商,張美蘭,中國,美中科技戰,投資"
,導入專業經理人、2年陣亡4個人　台灣噴頭王如何5年成功轉骨？ - 商業周刊第1881期 - 商周線上讀,2018年，「噴頭界的台積電」上溢精密總經理孫志仲（圖右）讓二代孫嘉禾（圖左）正式接手公司營運，導入專業經理人後，2年陣亡4個人，甚至連老師傅、新人都出走，他花5年學會「我們」的力量，成功轉骨。,商周CEO學院, ,2023-11-30,"上溢,噴頭,專業經理人,接班,二代"
,亞馬遜怎用「辭職獎金」找出優秀員工 - 商業周刊第1881期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,商周書摘, ,2023-11-30,
,坐一整天，罹癌風險大增！研究：睡覺都比坐著好,長時間坐著是健康殺手，提高罹患多種疾病的風險，不只心臟病風險增加，還會造成背部問題、骨質疏鬆症和腿部血栓。即使只連續坐3～4小時，也會導致腿部血栓。久坐也會增加罹患癌症的風險。另外，久坐不只殘害身體，,生活,養生保健,2023/11/29,"癌症,運動,心臟病,久坐,睡覺"
,多一個s，「玉米」變「雞眼」⋯10個絕對不能加s的單字,通常同一個名詞，當可數名詞跟不可數名詞時，意思常常完全不同，例如room的可數和不可數有房間和空間的差別，corn則是玉米和雞眼的不同意思。台大外文系教授史嘉琳認為，英語的單複數不是「小細節」，這些文,職場,英文學習,2023/11/27,"英文,英文學習"
,一個更簡單方法，存下更多退休金,存錢的方式有很多，沒有哪個方式是最有效的，但只要能讓你成功存下錢的，都是最好的方法。沒有記帳習慣的人，非常建議開始嘗試記帳，實際記帳一段時間後，才會真正知道自己一個月跟一年的花費大概是多少。記帳不要流,財經,投資理財,2023/11/29,"退休金,預算,生活費,記帳"
