content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,2024總統大選》候選人「住宅」政見總整理，誰能落實居住正義？,2024總統大選進入倒數階段，最受矚目的民眾黨候選人柯文哲、國民黨候選人侯友宜、民進黨候選人賴清德，針對民眾有感的房價、租屋、炒房等居住問題，各提出哪些政見？社會住宅、租屋／租房、買房／購屋、打炒房／,焦點,時事分析,2023/12/18,"2024總統大選,改變世界的一票,總統大選"
,2024總統大選，外媒6大重磅觀察一次看,大選剩不到30天，外媒報導聚焦兩岸，好奇為何不見實質政策討論？真有執政8年魔咒？青年焦慮是否讓第3勢力殺出血路？也期待體驗開票激情迸發、隔天平靜如常的台式民主。,焦點,時事分析,2023/12/15,"柯文哲,2024總統大選,中國,高房價,侯友宜,賴清德,台灣總統大選,總統大選,經濟,兩岸,低薪"
,「用一句話講重點」光是有這個能力，就能讓你被提拔,能不能「清楚表達」絕對是影響職場升的一個關鍵課題。訓練自己一次講一個重點、用一句話讓人秒懂你的重點、講出你的差異化。,職場,職場修練,2023/12/14,"簡報,升遷,開會,溝通,表達"
https://docs.google.com/forms/d/e/1FAIpQLSeGrOmFmF1a0ORXqJ9LknNpyBgBa-lfx9raDK8lJ6yfxwt3pA/viewform?usp=embed_facebook,,,,,,
,軟體業起飛效應》台灣不再只有製造強！人才推掉台積電聘書、「產業偏食」可望翻轉 - 商業周刊第1863期 - 商周線上讀,台灣軟體業黃金10年起飛，一群新創軟體掀上市潮，甚至準備進軍海外！為何它們此刻大爆發？台灣軟體人才受國際肯定，加上創業環境逐漸成熟，當軟體公司上市成為可能，人才與資金也會開始匯聚。但，台灣有養分，卻還缺更大市場，今年正是台灣軟體業走向大聯盟的關鍵時刻。,封面故事, ,2023-07-27,"軟體,軟體人才,創業,新創,新經濟,AI"
,出口蔗糖、T恤的島嶼，如何變半導體巨星？BBC專訪史欽泰揭台灣產業革命史,全球晶片年產量逾一兆枚，台灣出貨量超過一半，BBC回顧台灣半導體歷程，探討台灣如何成為今日業界超級巨星。工業研究院先後延攬史欽泰、張忠謀，並開創晶圓代工模式。「擅長接受別人的想法並加以改進」和「相對低,焦點,時事分析,2023/12/18," 工研院, 台積電, 矽盾,BBC, 晶片, 半導體"
,一年千位藥師新血還不夠！藥局百萬年薪、醫院專業加給迎戰藥師荒 - 商業周刊第1858期 - 商周線上讀,在連鎖藥局興起前，多數藥師會到醫療院所任職，出社會就能領新台幣6萬元月薪，工作穩定，退休時年薪約百萬，被稱為「醫界公務員」。但現在藥師出路多元，即使每年增加近千位新血，仍供不應求。人才有限，商機無限，迫使業者各自出招，掀起搶才大戰，最積極的是連鎖藥局，請看商周的分析報導。,封面故事, ,2023-06-21,"藥師,連鎖藥局,大樹,康是美,萬芳醫院,藥學系,人才"
,加薪升遷都給了，還是留不住優秀人才？頂尖公司這樣養出「不離職員工」,1.公司培養關鍵人才，需要投入非常多成本，若辛苦養出的優秀人才離開，會對公司造成很大損失。2.我在台積電任職的時候，公司曾用三個方向激勵員工、留住人才，分別是：價值感、成就感、榮譽心。,管理,領導馭人,2023/03/17,"激勵,台積電,人才,留才,獎金"
,一個華爾街金童拋千萬年薪、裸辭的體悟：能讓你成為喜歡的自己，就是好工作,依賴外在的成功標誌，證明自己的成功，可能會讓在任何領域有抱負的專業人士，永遠感到不滿足。要克服被外在價值俘虜的解決辦法，就是「價值自決」：弄淸楚你自己關心的是什麼。可以根據自己獨特的個性和生活環境，定,職場,心靈成長,2023/12/15,"人生,職涯,華爾街,價值觀,職場"
,成為交友圈裡最成功的人，其實是警訊？Dropbox創辦人：要與強者為伍！,1.Dropbox的創始人德魯．休斯敦在麻省理工學院演講時，提出了人生建議，其中1點是：人們通常只與5個人在一起的時間最長。想一想，誰是你圈子中的這5個人？2.作者從中學習到：周圍人的出色與自己的才能,職場,職場修練,2021/12/02,"富人,麻省理工學院,dropbox,交友圈"
,專注低碳能源，亞氫動力為台灣啟動電力革命,能源轉型，人類只剩一次機會在氣候變遷危機日漸升高的態勢下，人類更需要加速發展能源轉型。在日前登場的商周2023碳競爭力高峰會，臺灣中小企業銀行基於長期關注永續轉型的理念，並以實際行動推動淨零路徑的進展,國際,全球話題,2023/12/08,"亞氫動力,沼氣,減碳,氫能,燃料電池"
,說自己永遠18歲不再是錯？除了實際、身體年齡，科學家發現一種新「年齡」分類,年齡有兩種，一種是我們常說的「實際年齡」，也就是從你出生開始算的年齡。另一種，則是「生物年齡」，指的是細胞的年齡，能反映你的身體健康狀況。雖然，現在日常生活已經有量測「身體年齡」的做法，但是相對不精細,生活,養生保健,2023/04/13,"退化,身體年齡,健康,科學,飲食,疾病"
