content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,更換零件數是燃油車2倍！為什麼電動車維修這麼貴？,電動車的平均碰撞維修成本，約是修理所有汽車平均成本的1.5倍。電動車駕駛平均每月支付的保險費，約是燃油車車主的1.43倍。,財經,產業動態,2023/12/05,"電動車維修,電動車,電動車零件,電動車保養,特斯拉,電動車事故"
,矽谷創投家揭新文化：賈伯斯、馬斯克後，「奧特曼式」領導崛起 - 商業周刊第1881期 - 商周線上讀,矽谷創投家揭新一代工程師想追隨的人：奧特曼不像馬斯克可自己來寫程式，也不像賈伯斯真知灼見，但他懂傾聽，會「跟你一起做決定」，在未知的AI前路，反而更對工程師胃口。他擅長融入和同理，你絕不會在前2位身上看見這種安撫人心的能力，這是矽谷文化的改變。,封面故事, ,2023-11-30,"奧特曼,矽谷,工程師,執行長,賈伯斯,馬斯克,詹益鑑"
,魔芋爽、牛肉泡麵、肉夾饃...中國小吃攻佔台灣是因「經濟差」？,魔芋爽、牛肉泡麵、肉夾饃...台灣餐飲趨於守成，中國小吃成了想嚐鮮客群的另一種選擇。,國際,趨勢中國,2023/12/05,"抖音,小紅書,牛肉泡麵,魔芋爽"
,紐時：厭倦地緣、在乎生計、對兩大黨失望的年輕選票，成台灣大選關鍵變數,紐約時報分析，年輕選民是台灣2024大選的關鍵變數。年齡在20～30多歲的選民表示，他們已厭倦地緣政治議題，渴望選戰更聚焦在內政。他們多提到住房成本上漲、收入成長緩慢和職業前景日益黯淡等問題，還有許多,焦點,時事分析,2023/12/05," 國民黨, 侯友宜, 柯文哲, 民進黨, 民眾黨, 賴清德,2024總統大選, 總統大選"
,2023牛津代表字出爐！「rizz」什麼意思？「形容伴侶個性無趣」也上榜,英國牛津大學出版社4日宣布，網路夯字rizz獲選牛津英語大辭典今年頭號代表字，該字涵義為「有型、有魅力或吸引力」。牛津大學出版社表示，選出「rizz」顯示了社群如何形塑語言。以詞源學來看，這個字據信是,國際,全球話題,2023/12/05,"年津, Z世代, 社群"
,比佛利山莊貴婦穿它上瑜伽課、在街上趴趴走！Alo Yoga為何打敗Lululemon成名流最愛？,「身穿光澤感的Alo米色緊身褲、Alo運動bra，腳蹬小白鞋加澎澎白襪，脖子掛上一條金色鎖鍊式項鍊，」這套裝扮，是《華爾街日報》眼中，最能代表2023年的時尚穿搭。,國際,全球話題,2023/08/11,"Lululemon,比佛利,貴婦,alo,瑜伽褲"
,為什麼蛋炒飯變成中國11月的禁忌料理？,11月27日，有近千萬粉絲的美食博主王剛在個人平台發布一則「蛋炒飯」的影片。緊接著，一群網友指責他用毛澤東已故長子毛岸英的忌日「侮辱先烈」。但這天不是毛岸英的忌日，只是接近而已。根據中國的公開資料，毛,國際,趨勢中國,2023/12/05,"王剛,毛澤東,中國,毛岸英,蛋炒飯"
,職場溝通的真諦：真誠的虛偽！一封信、兩個版本，會不會做人高下立判,從小我們被教育著坦蕩是美德，但在社會上、在利益之前，一旦做對的事、說真的話，就容易成為「惡的人」，難免會吃虧。和不同的人說不同的話、表現出不一樣的態度，並不是虛偽，也不是心口不一，而是一種非常可貴的技,職場,職場修練,2023/07/27,"職場,態度,做人"
https://podcasts.apple.com/tw/podcast/%E8%88%87%E6%B0%B8%E7%BA%8C%E8%80%85%E5%90%8C%E8%A1%8C-%E5%8F%B2%E4%B8%8A%E6%9C%80%E7%88%AD%E8%AD%B0%E7%9A%84%E4%B8%80%E6%AC%A1%E6%B0%A3%E5%80%99%E5%A4%A7%E6%9C%83-cop28%E6%9C%89%E5%93%AA%E4%BA%9B%E7%9C%8B%E9%BB%9E/id1537748440?i=1000637032326,,,,,,
,2023年ETF配息金額排行榜，第一名是？0056入榜，00878沒上榜,受惠美股3大指數12月1日全數收紅，帶動台股4日一開盤便衝破前高，隨後衝破17萬500點，最高來到17萬516.61點，改寫2023年紀錄，並帶動高股息ETF填息。包括大華優利高填息30（00918）,財經,投資理財,2023/12/05,"ETF,00915,00919,高配息,填息,0056"
,抖音現象級職場新字彙delulu：跟自信、夢想成真有關的正能量字,抖音上帶有標籤#delulu的影音，已累積超過49億次觀看。delulu取自英文delusion（妄想），代表年輕人相信自己，即使看似不可能的目標也終將實現的心態。,國際,全球話題,2023/12/05,"TikTok,delulu,冒牌者症候群,抖音"
