content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,OpenAI政變》ChatGPT之父獲9成員工辭職相挺，開除老闆！「奧特曼式」領導崛起,近期，ChatGPT之父、OpenAI執行長山姆．奧特曼（Sam Altman）驚傳被公司開除，但他竟然可以讓公司9成的員工同進退。5天內就強勢回歸，讓董事會大換血，在這場下對上的戰爭中，大獲全勝。改,焦點,封面故事,2023/11/29,
,OpenAI政變》ChatGPT之父獲9成員工辭職相挺，開除老闆！「奧特曼式」領導崛起,近期，ChatGPT之父、OpenAI執行長山姆．奧特曼（Sam Altman）驚傳被公司開除，但他竟然可以讓公司9成的員工同進退。5天內就強勢回歸，讓董事會大換血，在這場下對上的戰爭中，大獲全勝。改,焦點,封面故事,2023/11/29,
https://www.businessweekly.com.tw/Event/site/consultants100/pwc_list,,,,,,
https://www.businessweekly.com.tw/Event/site/consultants100/,,,,,,
,擠下韓國！台北奪「全球旅客搜量漲幅最高城市」，一年激增2786%,國際線上旅遊平台Expedia最新統計顯示，台北榮登去年全球遊客搜尋漲幅最高的城市，高達2786%。台北作為首爾的「替代目的地」躍升為全球所有城市搜尋數量增幅的榜首。根據Skyscanner調查，法國,國際,全球話題,2023/11/30,"旅遊, 觀光業, 台灣"
,豐田日產加碼、BMW也瞄準　沒比亞迪的印度2點吸車廠 - 商業周刊第1881期 - 商周線上讀,日本龍頭車廠豐田宣布，10年來首度在印度加碼，就連日產也瞄準印度；而BMW更因為銷量不錯，今年也傳出有意到印度設廠。為什麼被「比亞迪們」打得潰不成軍的非中系車廠，紛紛在印度加碼？印度怎麼成為海外車廠練兵新基地？背後有2原因。,國際焦點, ,2023-11-30,"印度,比亞迪,日產,豐田,汽車,電動車,台商"
,股神戰友蒙格辭世》數十年不換屋、自己開車，背後有這層含義,與「股神」巴菲特搭檔近一甲子的波克夏副董事長查理蒙格離世，享耆壽99歲。蒙格日前受訪表示，他刻意過著簡樸的生活，幾十年來都住在同一棟房子，他認為這樣對子女比較好。,國際,全球話題,2023/11/30," 波克夏,蒙格, 巴菲特"
,面試不下1千人...我如何判斷，一個人能否快速晉升？劉潤談識人的3種心法,西方有句話：“you’re made of what you eat”（你即你所吃）。其實，“you’re made of what you read or do”——你讀什麼、怎麼做，決定了，你成為,管理,領導馭人,2019/09/17,"晉升,職場"
,薪資低於付出，想換工作了？遇到這4件事，千萬不要輕易辭職,工作遇到挫折或低潮時，容易讓人想離開、尋找下一個更適合自己的環境。但很多時候，帶著問題離開，到下一間公司也會再遇到同樣的問題。有時候會覺得工作是在浪費時間、找不到意義，也找不到持續下去的熱忱。但事實是,職場,職場修練,2023/11/27,"職場,離職,薪水,轉職"
,不管被解僱還是自己辭職…資深人資提醒你，這5件事做了就黑掉！,1.不論中外的人資都建議，當我們碰到需要從現職工作離開的狀況時，不論狀況多麼的逼人，離職的時刻都不適合拿來「報仇」。2.錯誤的離職行為，可能導致您在業界的專業聲譽受到重挫，並對職涯產生長期而不良的後果,職場,職場修練,2022/07/20,"離職不該做,人資公認,NG行為"
