content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,台灣2成員工有副業！企業3招把「分心人才」變助益 - 商業周刊第1883期 - 商周線上讀,國際管顧公司德勤（Deloitte）最新的報告調查全球44個國家、超過萬名Z世代，發現46％人有副業，比去年又多3個百分點。企業該如何改變視角，將這些「不專心員工」變成能幫助自身成長的得力助手，就成為不可迴避的重要目標。針對此議題，商周邀約臺灣師範大學國際人力資源發展研究所專任副教授兼所長林怡君、中山大學人力資源管理研究所助理教授王豫萱，以及國際管顧公司WTW韋萊韜悅組織、人才與獎酬諮詢總經理姜欣嵐進行點評，指出企業主需要破解的3大迷思，和建議的做法。,管理線上, ,2023-12-14,"Z世代,兼職,副業,職涯,人才"
,兩次救活芭比、助Gap股價翻倍　他的美泰兒計畫4要素是什麼？ - 商業周刊第1881期 - 商周線上讀,Ｇap與美泰兒有何共通點？它們都仰賴同一位高手擦亮老品牌，他叫作狄克森。曾2度救活芭比，讓美泰兒轉虧為盈，如今轉任Gap執行長，才3個月，就讓Gap股價成長1倍。到底他是如何發展出「美泰兒劇本」，用4要素讓老品牌成功轉型？既不得罪老粉又使新粉驚喜。,人物特寫, ,2023-11-30,"芭比,gap,狄克森,美泰兒,轉型"
,2024最新：0050、0056配息金額出爐！後者年化配息率挑戰7%,0056公告2024年第一季擬配息0.66元。單季配息率1.78%、年化配息率7.10%。0050第一季擬配息3元。單季配息率2.2%、年化配息率4.45%。在2023年，高股息ETF績效更勝傳統市值,財經,投資理財,2024/01/03,"0056,配息,年化報酬率,ETF,0050"
,羽田機場撞機，5職員殉職…怎麼發生的？警方正以業務過失致死嫌疑調查,日本航空一架客機在羽田機場著陸後，與日本海上保安廳的一架飛機相撞並起火。客機上包括乘客和機組人員全部逃出飛機，均無生命危險，海上保安廳的飛機5名職員死亡，機長逃生時受傷。進入機場跑道通常需要管制員的許,國際,全球話題,2024/01/03," 羽田機場, 日航,日本"
,2024年日圓匯率最多會漲到哪？預測一次看,在2023年外匯市場中，「超便宜日圓」引起投資人關注。日圓是主要貨幣中跌幅最大的貨幣。基於國內外物價計算出的理論值，日圓貶值的程度創下歷史新高。另一方面，預測2024年日圓升值的看法很多。但如果日本不,財經,投資理財,2024/01/02,"匯率,美元,台幣,日圓"
,2024年有哪些補助可以領？千萬別錯過,2023年全民普發現金6000元、300億租金補貼、家電換新節能補助⋯⋯，你領了多少？2024年有家電換新節能補助、燃氣器具節能產品補助、機車駕訓班補助、租金補貼、就業獎勵⋯⋯各式各樣的補助能請領，千,焦點,時事分析,2024/01/01,"政府,津貼,獎勵金,補助,補貼"
,2024新百貨逛不完了！日本三井將開南港LaLaport、大巨蛋SOGO、24小時餐廳,日本三井複合式商場南港LaLaport，預定2024年下半年開出，可能撼動鄰近的大直百貨市場。百貨多已插旗市中心精華區，因此逐步變成軌道型、區域型、複合型的百貨。除了LaLaport，SOGO CIT,財經,產業動態,2024/01/03," 三井, 忠泰,百貨, LaLaport"
,2024過年紅包包多少》給長輩、小孩怎麼包？3大紅包禁忌總整理,農曆新年又要到了，你已經統計好要包多少紅包、花多少錢了嗎？以下是2024年最新的紅包行情總整理。包給父母建議3600元起，視個人經濟狀況而定；包給自己的小孩可依照年紀調整，從600元～3600元不等。,生活,,2024/01/03,"過年紅包行情,過年紅包數字,2024過年紅包行情,過年紅包,2024過年紅包,包紅包給長輩"
,不是你不知足！5個關鍵數據、5張圖表看台灣勞工為什麼「體感貧窮」,「體感貧窮」成為2023年台灣多數受薪階級的共同感受。台灣經濟看似不差，為什麼窮的感覺如此強烈？首先是經濟成長的果實以薪酬分配給員工的比例越來越少，薪資並未隨GDP成長而顯著提升；再者，部分產業薪資雖,焦點,時事分析,2023/09/18,"貧富差距, 低薪, GDP, 薪資,貧窮, 經濟成長, 物價, 通貨膨脹, 低收入戶"
,不是你不知足！5個關鍵數據、5張圖表看台灣勞工為什麼「體感貧窮」,「體感貧窮」成為2023年台灣多數受薪階級的共同感受。台灣經濟看似不差，為什麼窮的感覺如此強烈？首先是經濟成長的果實以薪酬分配給員工的比例越來越少，薪資並未隨GDP成長而顯著提升；再者，部分產業薪資雖,焦點,時事分析,2023/09/18,"貧富差距, 低薪, GDP, 薪資,貧窮, 經濟成長, 物價, 通貨膨脹, 低收入戶"
