content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,紐時：厭倦地緣、在乎生計、對兩大黨失望的年輕選票，成台灣大選關鍵變數,紐約時報分析，年輕選民是台灣2024大選的關鍵變數。年齡在20～30多歲的選民表示，他們已厭倦地緣政治議題，渴望選戰更聚焦在內政。他們多提到住房成本上漲、收入成長緩慢和職業前景日益黯淡等問題，還有許多,焦點,時事分析,2023/12/07,"2024總統大選, 賴清德, 國民黨, 總統大選, 民進黨, 民眾黨, 侯友宜, 柯文哲"
,人類「注意力」只剩8秒！地表最稀缺資源，一道公式教你怎麼搶,在媒體、娛樂管道碎片化的時代，人類僅有8秒的注意力，對品牌來說，搶下「注意力」是最重要的戰場。如何在有限的手機畫面範圍，獲得消費者最大的關注，甚至停下腳步關心品牌或產品，是難度最高的任務。除了單靠傳統,管理,行銷密技,2023/12/18,"注意力,注意力經濟,廣告投放,凝視時間,行銷"
,這9個跡象，表明某人真的很聰明！,國外網站《HackSpirit》整理出足以顯示某個人非常聰明的9個跡象。,職場,職場修練,2023/12/16,"智慧,成功者,同理心,聰明"
,紅海危機升溫 石油巨擘BP暫停紅海船運,葉門叛軍「青年運動」近來多次在紅海襲擊商船，抗議以色列對加薩的軍事行動。全球四大航商和英國石油（BP）公司，都宣布暫緩通航紅海。市場憂心紅海航運安全惡化將使得原油、液化天然氣運輸成本提高，帶動多家航運,國際,全球話題,2023/12/19," 航運,紅海, 油價, 葉門"
,一位設計師、一群里民　推倒鐵皮屋重建北市古水圳秘境 - 商業周刊第1883期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,封面故事, ,2023-12-14,
,逼走一流人才的8件事,失去員工不只打擊團隊士氣，還會增加企業成本。 《哈佛商業評論》整理出8個領導地雷，會讓企業與主管在不知不覺中逼走員工。企業與主管無法留下每一個人才，但永遠可以精進自己的管理技巧。,管理,領導馭人,2023/12/18,"人才,管理,哈佛商業評論,人資,主管"
,《自然》研究：「跟有錢人當朋友」最能脫貧！比學校、家庭有用,1. 研究發現，窮小孩在一個跨階級友誼更多的地區生活，將顯著增加他成年後的收入。2. 即使缺乏與相似背景的人交朋友等社會資本，只要跟有錢人交朋友，就有助未來收入增加。3. 要促進階級不同的人成為朋友，,國際,全球話題,2022/08/04,"有錢,研究,脫貧,學校,階級,收入,家庭"
,55歲退休，可活到80幾歲；65歲退休，只剩2年壽命？！,根據研究，55歲退休的人，平均壽命可活到83歲；但是65歲退休的人，平均只能再活18個月。此外，若50歲退休，可活到86歲，58歲以後，每延遲退休一年，壽命就加速減少兩年。,生活,,2020/07/03,"退休,經理人,平均壽命, 65歲,壯年"
,康普茶是什麼？連瑪丹娜、女神卡卡都愛！千年古老飲品化身米其林主廚秘密武器 - alive - 商業名人的生活美學,從歐美紅到亞洲的「康普茶」（Kombucha），正在台灣掀起新食尚風潮。康普茶的發酵魔法，令任何食材生成出酸甜度、微氣泡。花茶、咖啡、蔬果汁一夕變身大,"
                    風尚
                    
                        Style
                    
", ,2022/06/22,"米其林,發酵,康普茶"
,台積電董事長劉德音明年退休，魏哲家將被提名下屆董事長,台積電12月19日宣布，董事長劉德音將於明年股東大會後退休，董事會建議遺缺由現任副董事長兼總裁魏哲家出任。這意味著，台積電可能將由原本的雙領導人制，回歸之前的單一領導人制。劉德音1993年加入台積電，,焦點,時事分析,2023/12/20,"劉德音,台積電,張忠謀,魏哲家"
