content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,台股在2024年元月會突破萬八的理由？,台股2023年以來已漲逾3300點，距離萬八只剩不到3位數。2024年元月有數個事件，都可能是台股行情的催化劑。,財經,投資理財,2023/12/29,"台股,股市,2024總統大選,CES"
,最新調查：台灣人平均37歲開始布局退休計畫，5大退休迷思一次看,退休理財越來越「年輕化」。從2023年「台灣高齡社會退休生態觀察指標」來看，民眾開始準備退休的平均年齡為36.99歲，比2022年提早了2.16歲。甚至在20～29歲的族群中，有超過3成的年輕人已經開,財經,投資理財,2023/12/28,"退休生活,退休,退休金,財富自由"
,2024新制上路》基本薪資27K、燃氣補助、老幼津貼都加碼，企業開徵碳費,進入2024年，關於民生、企業方面有許多新措施上路，包含基本薪資調漲，托育和老人津貼加碼、換瓦斯爐補助、企業開徵碳費等，以下帶您掌握2024年的18項新制。,焦點,時事分析,2023/12/22,"托育津貼,基本工資,義務役,2024新制,燃氣補助,碳費,軍公教調薪"
,在美國爆紅，被健身族追著吃的「夏威夷飯」是什麼？,夏威夷飯在美國大受健身族群歡迎，台灣也吹起這股熱潮，變成由健康餐盒衍伸出來的產品，以健康為訴求，可快速點餐取餐，並結合客製任選，儼然成為另一種樣貌的Subway。,財經,商業趨勢,2023/12/31,"瘦身,Subway, 健身,健康餐盒,poke,夏威夷飯"
,帶爸媽出國旅行，不崩潰的訣竅是什麼？,帶爸媽出國該做哪些準備？有哪些不讓自己崩潰的訣竅。美國一位經常自助旅行的部落客分享詳細的「帶爸媽一起出國旅行」訣竅。,生活,旅遊,2023/12/30,"自由行,出國,旅遊"
https://docs.google.com/forms/d/e/1FAIpQLSf5CPUW47pe4mk5-ALk3y4epQgYivU8xXTybTnz_Tz206y0_w/viewform?usp=embed_facebook,,,,,,
,2024總統大選唯一「企業家民調」：理想總統出爐，誰在CEO心中治國能力第一？,商業周刊公布2024總統大選唯一企業家民調，總計515位企業家填答，產業涵蓋傳統製造業、科技業、服務業、金融業，填答企業市值逾7兆元！比起戰爭，他們最在意的候選人政見，第一是經濟政策，第二是供電穩定，,焦點,封面故事,2023/12/27,"缺電,2024總統大選,賴清德,柯文哲,民調,侯友宜,兩岸,ecfa,九二共識,總統大選,CPTPP"
,2024總統大選唯一「企業家民調」：理想總統出爐，誰在CEO心中治國能力第一？,商業周刊公布2024總統大選唯一企業家民調，總計515位企業家填答，產業涵蓋傳統製造業、科技業、服務業、金融業，填答企業市值逾7兆元！比起戰爭，他們最在意的候選人政見，第一是經濟政策，第二是供電穩定，,焦點,封面故事,2023/12/27,"缺電,2024總統大選,賴清德,柯文哲,民調,侯友宜,兩岸,ecfa,九二共識,總統大選,CPTPP"
,兩岸牌、戰爭牌作用都消退　新經濟選民要的是談判高手 - 商業周刊第1885期 - 商周線上讀,《經濟學人》說，台灣2024總統大選，將在國際間「產生不成比例的衝擊」；《日經亞洲》更形容，這是亞洲最重要的一次投票。商周在選說進行企業家民調，目的是呈現台灣最務實、最貼近市場脈動的一群人——「新經濟選民」心聲。這次民調中，他們也明白表示，未來領導人，需要是一位談判高手，維繫各方關係，比起擔憂戰爭，不如努力把台灣和平的（經濟）價值放到最大。,封面故事, ,2023-12-28,"選舉,大選,戰爭,和平,企業,兩岸,經濟"
,影響投票第2高！最怕缺電、核電熱度高　搶企業選票先穩供電 - 商業周刊第1885期 - 商周線上讀,商周企業家大選民調中，供電穩定是影響投票選擇的因素中排名第2，也就是說3組候選人誰能確保供電穩定，就有機會搶到企業選票。此外，將能源轉型3議題的選票影響力依強弱排序，分別是供電穩定、核能、綠能。企業認為電力先求穩最重要，核能或綠能的手段是其次，但因為核電能比綠電更快解決能源問題，從高科技到傳統產業都有高度共識，因此討論度大於綠電。,封面故事, ,2023-12-28,"供電,核電,綠電,綠能,能源,缺電,民調"
