content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,Nike、星巴克最新留客重頭戲　麥肯錫揭「大規模個人化」4步 - 商業周刊第1882期 - 商周線上讀,Nike、星巴克、摩根大通都宣示投入，講到爛的客製化為何明年變10大趨勢？大規模個人化又是什麼？麥肯錫指出，大規模個人化不同於客製化，首先得鋪好大數據、行銷科技工具2個根基，再用數千個「微細分」客群數據，成功觸動消費後再提供個人化體驗，提供顧問式的建議，且要持續培訓跨領域人才。,管理線上, ,2023-12-07,"個人化,麥肯錫,AI,星巴克,Nike,Netflix,客製化"
,儲電量抵2萬輛電動車、成本竟不到鋰電池15%！認識比爾蓋茲搶投資的「鐵鏽電池」 - 商業周刊第1840期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,國際焦點, ,2023-02-16,"電池,能源轉型,鋰電池,新創,特斯拉"
,人力銀行CEO：絕對不要在面試時問這個問題,面試最後說：沒有其他問題，可能讓面試官認為沒有事前做功課。還有一個問題，面試者無論如何都不要問。,職場,職場修練,2023/12/10,"加班,提問,求職,面試"
https://docs.google.com/forms/d/e/1FAIpQLSdRDi1BSsy8lAgmmH10L7VCzegTogpt6rIRuqYdi9vctPUBTw/viewform?usp=sf_link&usp=embed_facebook,,,,,,
,徐若瑄證實結束9年婚 共發聲明：克服不了雙方差異,藝人徐若瑄在2023年12月10日發出聲明，證實結束9年婚姻。雙方提出「克服不了差異」，並在深思熟慮後做此決定。…徐若瑄今天傳和「新加坡馬可波羅海業集團」主席李雲峰結束9年婚姻，據知兩人因個性不合加上工,焦點,時事分析,2023/12/11,"李雲峰,徐若瑄,離婚,熟齡離婚"
,人類壽命變長也是原因！蓋茲分手梅琳達非特例，熟齡離婚為何成趨勢？,1. 2019年，亞馬遜執行長貝佐斯宣布和妻子離婚，2年後比爾蓋茲和梅琳達也宣布離婚。研究發現，50歲以上的伴侶離婚率卻比1990年的數字翻倍，65歲以上的伴侶離婚率更是25年前的3倍。美國，加拿大、,焦點,時事分析,2023/12/11,"梅琳達,比爾蓋茲,貝佐斯,分手,分產,熟齡離婚,離婚"
,決定熟齡離婚前：必須問自己的3個問題、必須盤點的3個能力,決定熟齡離婚前，必須先問自己這3個問題，還有必須盤點3個能力。在台灣要請求贍養費，必須符合3項要件，贍養費幾乎拿不到。,職場,心靈成長,2023/12/11,"法院,撫養權,監護權,贍養費,律師,離婚,熟齡離婚"
,捨不得離開台灣的美國人司徒文 發揮自我價值  讓國際看到台灣的好,從不喜歡到認同這片土地，甚至決定留下生活。司徒文讚嘆一個不起眼的小島卻蘊藏著許多奇蹟，讓他喜歡上台灣、捨不得離開台灣。退休後，他仍舊留在台灣以自己的影響力，為台灣爭取國際地位。,國際,,2023/12/06,
,越來越少人買得起⋯繼LVMH、Burberry，香奈兒警告：明年景氣更艱難,繼 LVMH 和 Burberry ，香奈兒主管也預警，在全球經濟減速 、產業成長趨緩下，準備迎接「更艱難的」的2024年。儘管頂級消費者仍大肆揮霍，但歐美高通膨和中國青年的高失業率使該品牌首購客群和,國際,全球話題,2023/12/11," 香奈兒,精品, 奢侈品"
,名牌衣顛覆時尚業規則，越熱門價越低！平民版柏金包「自貶身價」反成名流最愛,以名牌包起家的Telfar，首度進軍服飾，就希望以「動態定價」，顛覆奢侈品等於昂貴的印象。新衣開賣，價格先由不到原價一半的批發價起跳，每20分鐘上調1美分，直到賣完為止。衣服越受歡迎，在價格還沒有大幅,國際,全球話題,2023/04/07,"名牌,柏金包,TELFAR,價格,奢侈品"
,第一桶金要買股？還是買房？樂活大叔：先求「保值」 再求「獲利」,假設每個月存6000元，並把存來的錢全部投入0056，以男性從24歲開始工作，女性從23歲開始工作來算，兩人到了 30 歲結婚，合計已經存了186 萬元。這已經不只是人生第一桶金了，而應該可以看成好幾,財經,投資理財,2022/01/10,"存股,投資,買房,理財"
,開計程車月入6、7萬不是問題，一個中年運將卻勸年輕人千萬不要去,一名計程車司機認為，年輕人最珍貴的就是有時間試錯，開計程車或跑外送，會讓人失去更多發展的可能性。想要財務自由的人一定要知道，不賺夠多的錢，光靠投資也很難財務自由。,財經,投資理財,2023/12/08,"uber,職涯,投資,理財,計程車"
,別讓自己成為需要被哄的那種人！越早領悟、越能變成熟大人的30條職場心法,又到了歲末反思的時間點，今年你過得好嗎？最近，看到不少人在討論：有哪些話，你希望告訴年輕時的自己？回顧自己也累積了近20年的工作經歷，從職場工作者到現在的自雇者，的確有不少感觸與省思。若說有什麼能提醒,職場,職場修練,2023/12/12,
,2024除夕是哪一天？春節連假幾天？完整行事曆、請假攻略一次看,行政院人事行政總處公布2024年辦公行事曆，總放假日數115日，3日以上的連續假期共有4次，分別為：元旦假期、農曆春節假期、清明假期及端午假期。《商業周刊》整理2024年行事曆完整假期資訊，並提供20,焦點,時事分析,2023/12/05,"春節連假,清明連假,補班日,端午連假,2024,行事曆"
