content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,狂升21碼的暴力升息將止　下半年新台幣強到2字頭 - 商業周刊第1884期 - 商周線上讀,聯準會接下來降息的時間、幅度，都將牽動全球經濟。本篇來看美國利率轉向年，預計什麼時候？新台幣如何被影響？台灣央行若利率不動，可能能救房市？,封面故事, ,2023-12-21,"降息,聯準會,匯率,新台幣,不動產"
,《Wired》雜誌創刊主編凱利：中國能5年內做出世上最好晶片 - 商業周刊第1884期 - 商周線上讀,凱文．凱利是雜誌《連線》（Wired）創刊主編，曾訪問過比爾．蓋茲、賈伯斯等科技界傳奇名人，撰有《釋控》、《5000天後的世界》等著作。展望2024年，他認為不應低估中國科技創新力，還談及AI應有所規範，但若來得太早，恐帶來更大傷害。,封面故事, ,2023-12-21,"凱文．凱利,AI,晶片,中國,科技"
https://docs.google.com/forms/d/e/1FAIpQLScFdqBhMSIeGizajp3Z6stTul8u3hUCyv7zTsJ6iRVFGgqNmQ/viewform?usp=sf_link&usp=embed_facebook,,,,,,
,2024總統大選，外媒6大重磅觀察一次看,大選剩不到30天，外媒報導聚焦兩岸，好奇為何不見實質政策討論？真有執政8年魔咒？青年焦慮是否讓第3勢力殺出血路？也期待體驗開票激情迸發、隔天平靜如常的台式民主。,焦點,時事分析,2023/12/15,"柯文哲,2024總統大選,中國,高房價,侯友宜,賴清德,台灣總統大選,總統大選,經濟,兩岸,低薪"
,大選恐變危機？ 游梓翔曝ICG對選後避免兩岸緊張的提醒,台灣大選最近在國際危機組織（ICG）首頁被置頂，並針對民進黨總統候選人賴清德或國民黨總統候選人侯友宜勝選提出建議。若是賴勝選，ICG建議私下和北京溝通以兩岸都接受的方式維繫關係，或以觀光交流上的合作意,焦點,時事分析,2023/12/25," 柯盈配, 賴蕭配, 柯文哲, 總統大選,兩岸政策, 民眾黨, 侯友宜, 民進黨, 台海, 賴清德, 國民黨, 侯康配,2024總統大選"
,張忠謀大推的哈佛學者艾利森：科技成美中「修昔底德」競技場 - 商業周刊第1884期 - 商周線上讀,著有《注定一戰？中美能否避免修昔底德陷阱》的哈佛甘迺迪政府學院教授格雷厄姆．艾利森（Graham Allison），在書中精準描繪美中兩大強權緊張關係，張忠謀也多次推薦這本經典著作。展望2024年，艾利森認為科技將成為這場美中「修昔底德」的競技場，給台灣總統候選人）的建議是：保持戰略模糊。,封面故事, ,2023-12-21,"格雷厄姆．艾利森,張忠謀,美中,科技,Nvidia"
,搭廉航紅眼班機的人，也住高級飯店？大數據挖出高檔住宿商機,美國佛州近期有一家高檔度假村開幕，平均房價比周遭的萬豪、喜來登飯店高出一倍以上。這間度假村的幕後經營者是一家廉航——忠誠航空，它的服務評比並不出色，在北美只排在第10名。廉航敢開高檔飯店，背後其實有數,國際,全球話題,2023/12/22,"迪士尼,旅遊,度假村,航空,廉航"
,連百年餅舖都搶合作！她40歲賣房去日本學做天然麵包　回國後訂單滿手接不完,說起麵包，近年健康飲食風潮下，令不少多油、多糖的精緻麵包，成為高熱量代名詞，讓人敬而遠之，然而健康取向的麵包又給人一種食之無味的既有印象，難道真沒有辦法做出健康與美味兼具的麵包嗎？味覺の感動，是一間訴,減碳ESG,社會共好,2023/01/13,ESG
,穩紮穩打做到全球第一　他們成功讓千億上市公司來敲門,在台灣的金融市場上，外資企業一直以來都是非常具競爭力的存在，並扮演著越來越重要的角色。鑫圓滿證券投資顧問公司便是其中一家極具代表性的金融機構，他們不僅帶來了新的技術和思維，更將高門檻金融服務－全權委託,財經,投資理財,2023/12/18,"全權委託,投資,理財,鑫圓滿,晨星"
,2024總統大選，外媒6大重磅觀察一次看,大選剩不到30天，外媒報導聚焦兩岸，好奇為何不見實質政策討論？真有執政8年魔咒？青年焦慮是否讓第3勢力殺出血路？也期待體驗開票激情迸發、隔天平靜如常的台式民主。,焦點,時事分析,2023/12/15,"柯文哲,2024總統大選,中國,高房價,侯友宜,賴清德,台灣總統大選,總統大選,經濟,兩岸,低薪"
,一條石墨烯爆款褲滾出10億！國中學歷的菜市場之子，怎用阿母的擺攤智慧攻下先機 - 商業周刊第1860期 - 商周線上讀,今年53歲的郭宏睿，學歷只有國中畢業，靠著做電視購物供應商崛起，東森購物、富邦momo、Viva TV等3大業者，都是他的客戶。但近年真正讓他引爆話題的，是由主持人吳淡如、藝人林美秀代言，在婆婆媽媽間廣受歡迎的石墨烯塑崩褲。,人物特寫, ,2023-07-06,"石墨烯塑崩褲,宏睿國際行銷,電視購物,吳淡如,菜市場"
,月薪3萬建築小助理，變身千萬收入平板電繪老師！諾米：別怕先給免費教學 - 商業周刊第1873期 - 商周線上讀,"一個建築師事務所月收入3萬多元的小助理，如何變成千萬收入的平板電繪老師？他是諾米，起初用2萬元成本開線上課，靠著累積大量作品發表在網路上，還上傳約20部免費教學影片，優化搜尋引擎說服更多人埋單。他所開設的3門線上程，累計銷售約2,400萬元，也因為這筆被動收入，讓他更能專心投入創作。",封面故事, ,2023-10-05,"諾米,電繪,Procreate,開課,線上課"
,行銷新貴帶年輕人離開台北！一半關鍵人才在嘉義慢活 - 商業周刊第1785期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,科技風雲, ,2022-01-27,"阿物科技,嘉義,慢活,嘉義文創園區,新創,關鍵字優化,北漂"
,川普與他的信徒若掌白宮　2大主義不利台灣半導體 - 商業周刊第1884期 - 商周線上讀,「2024年世界最大威脅。」《經濟學人》如此預言。這說的是川普。隨著這位美國前總統再次入主白宮的機率上升，他不可預測的言行、保護主義的思維，都將是來年最大變數。,封面故事, ,2023-12-21,"川普,保護主義,重商主義,晶片,半導體,美國"
,商品大王羅傑斯：戰爭有利原物料、當心黃金漲多 - 商業周刊第1884期 - 商周線上讀,「商品大王」吉姆．羅傑斯（Jim Rogers）展望2024年投資趨勢，他認為接下來國際衝突越來越嚴重，戰爭雖對其他資產不利，但有利原物料。不過黃金價格來到歷史高點，須小心漲多。他也提到台灣半導體業很厲害，縱使韓國、美國很努力追，也很難與之競爭。,封面故事, ,2023-12-21,"羅傑斯,原物料,投資,戰爭,拜登,美元,黃金"
,招手退休族、全職爸媽！通用家電如何8年新聘4千名員工、打敗缺工潮 - 商業周刊第1872期 - 商周線上讀,"美國勞工統計局統計，截至今年5月，該國製造業仍有超過60萬個職缺。就連台積電亞利桑那州新廠也因為缺工，不得不延遲啟用。不過，通用家電自2016年由中國海爾收購以來，已經在美國成功新聘逾4,000名員工。他們是怎麼辦到的？請看商周的報導。",國際視窗, ,2023-09-28,"通用家電,缺工,海爾,兼職"
,2023年只剩6天，這些補助還能領！2024補助有哪些？別再錯過,2023年全民普發現金6000元、300億租金補貼、家電換新節能補助⋯⋯，你領了多少？房貸補貼、淘汰老舊機車補助只到2023年底就截止，要領要快！2024年還有家電換新節能補助、燃氣器具節能產品補助、,焦點,時事分析,2023/12/25,"補助,獎勵金,津貼,補貼,政府"
,年薪百萬的人有什麼特質？周品均的一份工作「健檢清單」,1.隨著年齡增長，薪資會受到工作方法與態度影響而產生明顯差距。2.綜括而言，態度不積極、不習慣二次確認、不知道自己對於公司的價值，是造成不良工作習慣的3個主要因素。,職場,職場修練,2022/03/21,"周品均專欄,工作習慣,工作健檢,葳老闆"
,什麼是幸福？就是70歲後，沒有兒女打擾，有體力有伴一起去旅行！,幾年前離開職場後我常旅行，平均一年兩三個月，大都採用自助背包客的方式，每次從十天到一個月不等，足跡所至，五大洲全都到過，花在旅行上的時間不可謂不長，覆蓋範圍不可謂不廣。即使如此，心中卻一直有一個夢想，,職場,心靈成長,2016/10/11,"打擾,大旅行,旅行,兒女"
