content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,缺工又低薪，46％企業發愁　誰能解決拚經濟最大怪象 - 商業周刊第1885期 - 商周線上讀,想搶台灣經濟選民、企業主的選票，最有效的是什麼？答案是，拚經濟！根據「商周企業家大選民調」，在7個影響投票意向的選擇中，經濟政策最具影響力、排名第一。但目前台灣低薪又缺工的經濟怪象尚未解決，46％企業因人力不足發愁，而誰能夠真正解決這個問題，就能搶到最多企業主選票。,封面故事, ,2023-12-28,"潘思亮,缺工,日本,人才,民進黨,低薪,經濟"
,缺工又低薪，46％企業發愁　誰能解決拚經濟最大怪象 - 商業周刊第1885期 - 商周線上讀,想搶台灣經濟選民、企業主的選票，最有效的是什麼？答案是，拚經濟！根據「商周企業家大選民調」，在7個影響投票意向的選擇中，經濟政策最具影響力、排名第一。但目前台灣低薪又缺工的經濟怪象尚未解決，46％企業因人力不足發愁，而誰能夠真正解決這個問題，就能搶到最多企業主選票。,封面故事, ,2023-12-28,"潘思亮,缺工,日本,人才,民進黨,低薪,經濟"
,兩岸牌、戰爭牌作用都消退　新經濟選民要的是談判高手 - 商業周刊第1885期 - 商周線上讀,《經濟學人》說，台灣2024總統大選，將在國際間「產生不成比例的衝擊」；《日經亞洲》更形容，這是亞洲最重要的一次投票。商周在選說進行企業家民調，目的是呈現台灣最務實、最貼近市場脈動的一群人——「新經濟選民」心聲。這次民調中，他們也明白表示，未來領導人，需要是一位談判高手，維繫各方關係，比起擔憂戰爭，不如努力把台灣和平的（經濟）價值放到最大。,封面故事, ,2023-12-28,"選舉,大選,戰爭,和平,企業,兩岸,經濟"
,紅海危機延燒》現在不買航運股會不會後悔？筆電會重演大缺貨嗎？,紅海危機延燒，航運股會不會再次大爆發，現在不買會後悔嗎？疫情期間全球筆電大缺貨的情況會不會重演，供應商和通路該擔心嗎？,財經,投資理財,2023/12/29,"貨櫃三雄,紅海危機,長榮,陽明,股價,筆電,航運股"
,酷澎一個增資，比momo實收資本額還高！台灣電商還能撐多久？,酷澎進軍台灣，不僅廣告投放力度未減，倉庫更是一座接著一座開。經濟部最新通過的酷澎24.7億元增資案，這筆金額已經超過momo現行實收資本額。受影響的不只台灣電商平台，零售業、廣告投放，都會被打到。,財經,產業動態,2023/12/28,"增資,Momo,電商,酷澎"
,實支實付醫療險改革，可接受副本理賠還有哪幾家壽險？,金管會研擬改革實支實付醫療險，掀起搶買潮，原有7家接受副本理賠的壽險公司中，現在已有人宣布停售。,財經,投資理財,2023/12/29,"實支實付醫療險,副本理賠,壽險"
,熱血助貧英雄進商界變了嗎 　連加恩：大家只認識我那2年 - 商業周刊第1885期 - 商周線上讀,22年前，連加恩是台灣第一屆外交替代役，派駐當時的非洲邦交國布吉納法索。在有限資源下，身穿T恤、短褲，成功發起撿垃圾換舊衣行動，當時興建的孤兒院後改為小學，運作至今。如今，他身穿全套西裝、梳起俐落油頭，在滿場鎂光燈下亮相，侃侃而談宏碁智醫未來營運方針。商周專訪連加恩，他對我們談起心境的轉折。,焦點人物, ,2023-12-28,"連加恩,宏碁,非洲,NGO,AI,醫療"
,明年戶頭多13萬！疫情期間「無痛存錢法」，6招做到,1.因為疫情的爆發，導致許多人的出差、旅遊紛紛泡湯，相信各位職場人也深受其苦，這次整理6個最常見的無痛存錢法，與其深陷在不能出國的相思苦，不如往好處想可以趁此機會省下不少錢呢！2.6種存錢法分別適合不,管理,創新策略,2021/06/11,"儲蓄,旅遊基金,存錢,無痛存錢"
,工作賺錢，其實是在「謀殺人生」！人生幸福關鍵：和錢好好相處,對於多數的工作者來說，得靠工作換錢才有辦法「過生活」，但為了工作賺錢，我們常常不自覺「謀殺」生活。大部分的人都搞不清楚，這一生中到底賺了多少錢。可以試著建立資產負債表，看看自己賺了多少、又值多少錢。了,財經,投資理財,2023/08/02,"生活,工作,理財,賺錢,商周讀書會,人生"
,聯名大師Travis Scott跨足錶壇，為何非愛彼AP莫屬？,正當2023年即將結束、準備迎來2024年之際，瑞士高級製錶品牌愛彼Audemars Piguet無預警的發布了重磅消息--與美國美國饒舌歌手Travis Scott個人品牌Cactus Jack聯手,生活,時尚藝文,2023/12/27,
