content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,2024總統大選》候選人「經濟／產業」政見總整理，不能只靠護國神山，誰推得動產業轉型？,2024總統大選只剩3個月，最受矚目的4位候選人，民眾黨候選人柯文哲、國民黨候選人侯友宜、連署參選人郭台銘、民進黨候選人賴清德，針對半導體、AI等重點產業，各提出哪些政見，地緣緊張下該如何進行佈局？,焦點,時事分析,2023/12/14," 國民黨, 經濟, 民眾黨, 半導體, 產業, 侯友宜, 柯文哲, 賴清德,2024總統大選, 總統大選, 民進黨, 郭台銘"
https://www.businessweekly.com.tw/Event/site/consultants100/pwc_list,,,,,,
https://www.businessweekly.com.tw/Event/site/consultants100/,,,,,,
,撕鐵血標籤、多一倍耐心　蔡力行怎讓聯發科營收翻倍 - 商業周刊第1883期 - 商周線上讀,聯發科副董事長暨執行長蔡力行獲頒全球半導體聯盟最高榮譽獎，成為繼張忠謀、蔡明介後台灣企業第3人。這位當年空降聯發科、曾一度不被外界看好的CEO，6年半來，如何與董事長蔡明介聯手帶來新局？,人物特寫, ,2023-12-14,"蔡力行,聯發科,蔡明介,半導體,5G,晶片"
,AI黃袍加身，不性感的老牌公司也翻紅！英業達連2日跳空漲停，逾4萬人排隊等買,英業達AI自研晶片拿下2家業界排名前三的國際大廠大單，消息一出開盤股價跳空漲停。英業達是首家有能力自研AI晶片，同時在IP領域大放異彩的業者。展望明年，英業達將持續開發終端算力更大的 「Magna」I,財經,產業動態,2023/12/14," AI, 晶片,英業達, IP"
,Fed暗示明年至少降息3次！鮑爾談話5大重點⋯道瓊飆新高,Fed連3次維持利率不變 ，並首度明確表示急進升息已結束，預測明年會有3次各1碼的降息。FOMC看好美國經濟實現軟著陸，而非陷入衰退。鮑爾指出，如今實現充分就業和物價穩定都很重要。FOMC和鮑爾偏鴿的,國際,全球話題,2023/12/14," 通膨,FED, 鮑爾, 升息, 聯準會, 利率"
,2024年投資展望：台股萬八成標配、AI軍備賽激烈、半導體將邁入10年多頭,台股在2023年挑戰萬八，但投信預估2024年台股萬八將是標配，有望挑戰萬九。,財經,投資理財,2023/12/14,"半導體,大盤,加權指數,AI,台股,AI概念股"
,台灣成為越南人「旅遊目的地第一名」！5天4夜只要1萬6，比在越南玩便宜,Google越南2023年度搜尋排行榜顯示，越南民眾最熱門的旅遊搜尋目的地是台灣。赴台遊5天4夜的行程價格大約1100萬越南盾（約新台幣1萬6千元），比在越南玩還便宜。,生活,旅遊,2023/12/13,"越南,台灣旅遊,簽證,google搜尋,夜市"
,拿到勞保年金越來越難，113年起需滿64歲才能請領,113年（2024年）元旦起，勞工需滿64歲才能請領全額的勞保老年年金。,財經,投資理財,2023/12/13,"勞退,勞保,勞動部,勞保年金"
,【未來十年投資進行式　台日韓黃金三角】 jakota之父前瑞士央行副總裁指出台灣將位居創新樞紐,2023 jakota經濟趨勢論壇獎者及貴賓。左起：CT Investments and Contents Technologies 李章元執行長、美國場外交易集團OTC Market Group 尚,財經,投資理財,2023/12/12,
