content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,標普500變「標普7+493」神似網路泡沫前兆⋯聽巴菲特的話可逃過一劫,標普500今年的成長率飆升至歷史高點，但漂亮的增長幾乎僅由「7巨頭」推動。投資人對AI的狂熱推升7巨頭市值，幾乎占標普500總市值的3分之1，達到前所未有的頭重腳輕。目前標普500對巨大個股的高度仰賴,財經,投資理財,2023/12/12," 美股,標普500,巴菲特, 七巨頭, 指數型基金, 投資"
,2024年科技股熱、債券5%殖利率！最糟理財選項：留現金在手,既然聯準會升息無望，美元升息走勢也是強弩之末，新興國家貨幣、股市都有機會出現補漲行情，此時不能只關注成熟國家。至於黃金，由於地緣政治、戰事紛亂，以及價格與美元走勢相反，導致避險資金湧入。但切記持有比重,財經,投資理財,2023/12/12,"投資,黃金,半導體,科技股,債券"
undefined,,,,,,
,千金股世芯解密》沒富爸爸、一度虧到主管減薪2成，拒賺快錢如何讓它營運創新高 - 商業周刊第1854期 - 商周線上讀,世芯不同於同業，像創意電子由台積電轉投資，智原則位於聯電旗下，只有它自食其力。它卻在沒有富爸爸之下，近期資本市場上頻被追捧的公司，股價屢創新高。隨著生成式AI等大爆發，未來會有更多像Meta、亞馬遜這類雲端、系統大廠自行設計晶片需求，也意味著世芯將有更多生意。,科技風雲, ,2023-05-25,"世芯,IC設計,生成式AI"
,周海媚辭世，享年57歲...還原金庸小說 「最美周芷若」永留人心,香港演員周海媚證實於2023年12月11日逝世，享年57歲。,生活,時尚藝文,2023/12/12,"倚天屠龍記,周芷若,周海媚,港星"
,美廉社明年加薪7%起！還有好幾種「新店型」開展中,美廉社宣佈加薪，2024年展店會更嚴謹，並調整商品結構提升毛利。新店型如：特美事、巷口酒窖、心樸市集都正在擴大中。,財經,產業動態,2023/12/13,"巷口酒窖,美廉社,三商家購,特美事,蝦皮店到店"
,最低工資法三讀通過！將取代基本工資，重點一次看懂,最低工資法3讀通過，將取代基本工資。勞動部需設置由勞、資、政、學四方委員代表組成最低工資審議會，每年於第3季召開會議。審議最低工資，「消費者物價指數年增率」為應參採指標。,焦點,時事分析,2023/12/13,"基本工資,立法院,最低工資,勞動部"
,每月定期定額3千元買0050，要連續多久可以滾出1千萬？,台灣去年勞工退休數為10.4萬，創下15年新高！預估10年內約有278萬人陸續退休，將迎來台灣史上最大規模的退休潮。相信有許多夥伴，希望儘早財富自由，成為退休族的一員，但又不確定應該怎麼做，今天老牛就,財經,投資理財,2023/12/13,"ETF,退休,退休金,定期定額"
,學歷好沒經驗 vs 學歷差經驗多，聰明主管怎麼選？面試用人的「3+3」原則,1.面試時表現亮眼的員工，到職後卻頻頻出包、拖垮團隊⋯心累不已的主管，該怎麼檢討選人流程，才不致讓這種「踩雷」情況一再發生？2.用人的「三要＋三不要」原則：設定清楚且具體的用人規格、建立一套面試標準、,管理,領導馭人,2020/10/28,"徵才條件,新手主管,面試技巧,主管選人"
https://www.businessweekly.com.tw/management/blog/3004338,,,,,,
,25歲存百萬、43歲就存千萬退休！她過著「以世界為家」的壯遊生活,粉圓妹從銀行茶水小妹做起，抓住機會23歲當老闆，2年後賣掉公司讓她擁有人生第一桶金。記帳、編列預算是粉圓妹的日常，她控制好每一分錢的去向，也買壽險、定期定額買基金理財，目標是要在50、60歲時擁有一筆,職場,職場修練,2023/01/07,"財務,退休,理財,中年"
,外表年輕20歲、有穩定收入！77歲OL，她為何不退休？,1.77歲珠寶店店員，每天上班8小時，每週工作5天。她不只全年無休，還有強烈的競爭意識，深怕一不小心就被淘汰。2.我們過去常說「這人七老八老，盡做些不符年紀的事」，但在長壽的社會，這個觀念恐怕要被顛覆,職場,職場修練,2021/12/17,"求職,工作,職涯規劃,退休,青銀共事,洪雪珍"
