content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,找亞馬遜大將掌舵卻爆營運重摔　80億美元獨角獸認錯告白 - 商業周刊第1884期 - 商周線上讀,來自美國的貨運承攬新創飛協博（Flexport）自2013年成立以來，一路高速成長為估值80億美元的獨角獸，它為管理日益龐大的組織，仿效Google、Meta延攬專業經理人加入。然而，在科技巨擘亞馬遜任職長達23年的亞馬遜前全球消費業務執行長克拉克，卻在在接棒後傳出營運大幅衰退，一年內更上演兩度裁員。這當中，出了什麼差錯？這堂課，值得所有管理者學習。,產業風雲, ,2023-12-21,"獨角獸,飛協博,亞馬遜,新創,貨運承攬,海運"
,債券天王接班人伊根：押注兩種債，利息價差兩頭賺 - 商業周刊第1884期 - 商周線上讀,債券天王丹．法斯（Dan Fuss）的接班人馬修．伊根（Matthew Eagan），對於2024年投資前景分析，他認為投資債券總報酬率是蠻不錯的，可以賺利息、價格還會上漲，建議政府債、投資等級債可占投資部位5成。,封面故事, ,2023-12-21,"債券,投資,馬修．伊根,基金,美股,利率"
,《商業周刊》2024總統大選500位企業家民調：誰最能拚經濟、護兩岸？,2024總統大選，《商業周刊》針對500位上市上櫃公司董總、高階主管，以及市值千億、產業內前三大龍頭企業為主要調查對象，產出這份獨家「企業家民調」。,焦點,時事分析,2023/12/22,"賴清德,執行長,台灣總統大選,企業,侯友宜,2024總統大選,柯文哲,經濟"
,《商業周刊》2024總統大選500位企業家民調：誰最能拚經濟、護兩岸？,2024總統大選，《商業周刊》針對500位上市上櫃公司董總、高階主管，以及市值千億、產業內前三大龍頭企業為主要調查對象，產出這份獨家「企業家民調」。,焦點,時事分析,2023/12/22,"賴清德,執行長,台灣總統大選,企業,侯友宜,2024總統大選,柯文哲,經濟"
,2023世界最富有國家台灣名列第14，贏過中日韓！前3名也都是小國,美國「全球金融」雜誌公布2023年世界最富裕國家排名，台灣名列14，超越中國（77名）、日本（38名）和韓國（30名）。排名以以購買力平價（PPP）為基礎計算出的各國人均國內生產毛額（GDP），台灣為,焦點,時事分析,2023/12/26," 新加坡, 人均GDP,台灣"
,在地人帶路北投市場頂級滷肉飯矮仔財，CNN票選「台灣非吃不可」 - alive - 商業名人的生活美學,說來慚愧，在台北市北投區土生土長的我，從不知北投公有市場若以攤位數計，是台北市最大的傳統市場（固定攤約200個，臨時攤約100個）。要不是艾蜜莉廚房經,"
                    美食
                    
                        Gourmet
                    
", ,2015/08/18,"美食,北投,紅茶,市場,菜市場,台北,滷肉飯,小吃"
,大戶屋領銜，全家餐飲掛牌上市！超商二哥會如何撼動餐飲業？,全家便利商店旗下關係企業「全家國際餐飲」，已在12月21日正式登陸興櫃，並穩健佈局上櫃計畫。回顧2023年前11月累積的營收成績，已達到19.92億元新台幣，相較於2022年同期增加近3成；而且前10,財經,產業動態,2023/12/25,"Ikigai,全家,興櫃,全家國際餐飲,大戶屋,沃克牛排,bb.q CHICKEN"
,連雀巢都警告：咖啡豆快種不出來了！專家認「這一年」後恐喝不到阿拉比卡,氣候變遷正在讓人類的精神食糧滅絕。隨著氣候愈來愈炎熱、降雨模式極端，威脅世界各地咖啡的種植地，一開始比較廉價的羅布斯塔咖啡豆將取代阿拉比卡豆，接下來科學家警告，連羅布斯塔豆都很難生長，到「這一年」大家,財經,產業動態,2023/12/26,"聖嬰現象,氣候變遷,滅絕,羅布斯塔,生物多樣性,阿拉比卡,咖啡豆"
https://health.businessweekly.com.tw/event/2023/topic_curation/,,,,,,
,員工離職理由是「想休息一段時間」，為什麼是公司的大警訊,員工離職時，可能會說很多原因，但遺憾的是，無論你和員工關係有多好，你聽到的原因，多不是真話。一場離職面談非常重要，作為管理者，要學會「翻譯」員工沒說的弦外之音。聽懂這些弦外之音，才能避免員工持續流失。,管理,領導馭人,2023/09/24,"面談,管理,員工,離職"
,留住人才，不是告訴他公司有多好⋯而是告訴他「有天你會離開我」,老闆每天面對公司經營壓力，但員工面對的是個人發展。因此，想要人才留得長久，與其告訴他公司會和他共享成功，不如說現在學的，會成為他將來的基底。如果你已經展現誠意，員工還是離開你，不要為離去的人流淚，而要,管理,領導馭人,2023/03/25,"留人,留才,職涯,主管,領導,帶人"
,比晉升吸引力高12倍！美3400萬工作者離職調查：有效留才要靠它,1.MIT斯隆管理學院講師與其公司夥伴，以及紐約大學史登商學院教授，分析了美國3400萬名工作者的離職原因。結果顯示，薪資僅排第16名。2.據調查，大離職潮的5大原因，分別是：有毒的企業文化、工作的不,管理,領導馭人,2022/04/01,"大離職潮,平行輪調,彈性,留才,混合辦公"
,《商業周刊》2024總統大選500位企業家民調：誰最能拚經濟、護兩岸？,2024總統大選，《商業周刊》針對500位上市上櫃公司董總、高階主管，以及市值千億、產業內前三大龍頭企業為主要調查對象，產出這份獨家「企業家民調」。,焦點,時事分析,2023/12/22,"賴清德,執行長,台灣總統大選,企業,侯友宜,2024總統大選,柯文哲,經濟"
,亞洲半導體新星在越南，資深投行家：台商沒有任何優勢,最近台灣企業的關鍵字是「全球化」。比如台積電去美國、德國、日本；鴻海及台灣供應鏈去印度、越南、墨西哥等。最近一個新全世界投資熱點是越南。拜登總統表示，美國將協助越南發展半導體產業；黃仁勳也表示，將在越,財經,商業趨勢,2023/12/26,"台商,越南,黃仁勳,東南亞,半導體,拜登"
,2024年投資最該注意的重點訊號：降息資訊越來越多，就該準備下車,回顧2023年，是股市投資人豐收的一年，債券投資人則要看何時買進，盈虧不一定。但整體來說，最大的贏家是ETF投資人。不用操煩即時價格，也不需要刻意選股，卻能創造很好的績效。這種情況並非每年都有，ETF,財經,投資理財,2023/12/26,"降息,股市,股票,投資,地緣政治"
,新天龍國是它！9間小學額滿有錢還讀不到，周邊學區宅3年漲42％,「新天龍國」新竹縣竹北市2022年人口成長超過14‰，但新建校舍速度卻趕不上就學人口增長，18間國小中，有９所為額滿學校，帶動學校周邊學區宅跟著搶手。根據台灣房屋實價資料，位於高鐵特區的東興國小周邊學,財經,地產風雲,2023/10/27," 房價,新竹, 房市"
,30歲以前，便當有蟑螂也照吃、忙到猛爆性肝炎...陶晶瑩：我正在學著告別急躁人生,已經忘了是什麼時候開始，我染上了躁症。倒不是正式地被醫生診斷、宣判，而是自己和周圍的人感受到的那股壓力。經紀人以為是工作壓力造成。她們卻不知道，其實只有在談工作時我的狀態是平靜的。當這個工作被排入行程,職場,心靈成長,2016/12/15,"猛爆性肝炎,便當,30歲以前,蟑螂"
,「我的人生絕對不只這樣！」40歲換工作，是中年大叔的最後一擊,距離過年還有一周，所有課程都已經結束，但出乎意料的是，有三位朋友不約而同約我吃飯談年後轉職的事。這三個案例我試著整理一下，有5個共通點：第一，案例主角都是30~40歲的男生第二，都是從知名公司跳小規模,職場,職場修練,2015/02/25,"40歲轉行,40歲男人工作,中年轉業,40歲轉職,40歲找工作,中年轉職,40歲之後也能做的工作清單"
,I am cold不是「我很冷」！講出口很尷尬,想用英文說「天氣回暖了」，講it’s becoming warmer很容易讓人誤以為在討論全球暖化。要說「我很冷」，絕對不要直翻成I am cold，這句話的意思是「我這個人很冷漠無情」。說自己「怕冷,職場,英文學習,2023/12/25,"職場英文,商用英文,英文,英文學習"
