content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,2024經濟大預測》全球最大變數是川普！明年超過70場選舉、聯準會降息、中國疲弱，錢該往哪放？,川普可能是2024年經濟最大變數！隨著前美國總統川普再次入主白宮的機率上升，他不可預測的言行、保護主義的思維，都將是來年最大變數。他已表示要重塑聯邦政府，保守派領袖坦言，他將「清除官僚隊伍中總統的反對,焦點,封面故事,2023/12/20,"2024,經濟,貿易壁壘,川普,選舉,降息"
,2024經濟大預測》全球最大變數是川普！明年超過70場選舉、聯準會降息、中國疲弱，錢該往哪放？,川普可能是2024年經濟最大變數！隨著前美國總統川普再次入主白宮的機率上升，他不可預測的言行、保護主義的思維，都將是來年最大變數。他已表示要重塑聯邦政府，保守派領袖坦言，他將「清除官僚隊伍中總統的反對,焦點,封面故事,2023/12/20,"2024,經濟,貿易壁壘,川普,選舉,降息"
https://www.businessweekly.com.tw/Event/site/consultants100/pwc_list,,,,,,
https://www.businessweekly.com.tw/Event/site/consultants100/,,,,,,
,缺蛋、缺水、缺工、缺錢⋯台灣2023代表字：什麼都「缺」,台灣2023代表字以「缺」字拿到第一高票。總結疫前工商界憂心的「五缺」，疫情間，缺口罩、疫苗、快篩，以及疫後復甦的缺蛋、缺藥。第二名則是「蛋」，民眾以有感蛋荒、近期大巨蛋開幕等不同理由投票。其餘第3～,焦點,時事分析,2023/12/8,"台灣, 五缺, 雞蛋, 通膨"
,2024總統大選政見發表，兩岸議題激辯：「在選特首？」,2024總統大選首場電視政見發表會在20日登場，國民黨總統候選人侯友宜呼籲民進黨總統候選人賴清德放棄台獨主張，賴清德則指兩位對手都無法保衛國家生存。民眾黨總統候選人柯文哲說，台灣自主、兩岸和平是他對兩,焦點,時事分析,2023/12/21,"柯文哲,台獨黨綱,2024總統大選,賴清德,兩岸關係,九二共識,政見,侯友宜"
,魏哲家將成「全世界最難當的董事長」！美國要台積電持續擴廠，怎麼解,台積電董事長劉德音將在2024年股東會後退休。董事會將推舉CEO魏哲家擔任董事長，他將面臨3大嚴峻挑戰：美中恐怖平衡、培養能應對地緣政治的接班人，還有全球擴廠的艱鉅任務。,財經,產業動態,2023/12/21,"美國,張忠謀,台積電,魏哲家,劉德音"
,急拋現金買股？美股ETF「SPY」1天狂吸200億美元,聯準會上週態度轉鴿，激勵美股連日走強、道瓊更連續5個交易日刷新歷史高。標普500指數ETF吸引大量現金湧入，暗示投資人急著想進場的心理。貨幣市場的閒置現金創歷史新高，若通膨展望持續改善，有望繼續推升股,財經,投資理財,2023/12/21," 標普500, 聯準會, 升息,美股, 道瓊指數"
,寒流發威還不是最冷 鄭明典：主高壓接近中 冷空氣會持續增強,中央氣象署發布低溫特報，21、22日兩天受寒流影響，北台灣整天溫度僅12、13度，21日晚到22日清晨是最低點。前中央氣象局長鄭明典表示，主高壓接近中，冷空氣會持續增強。25日、26日清晨大陸冷氣團影,生活,養生保健,2023/12/21," 保暖,寒流, 溫差, 天氣"
,年終工作回顧：比低薪更危險的信號，你的工作中了幾項？,在工作上，從人際、工作態度與工作內容等層面來看，有7點比薪資高低更重要，攸關未來發展。如果沒有注意，可能會為職涯埋下隱憂。…今天分享幾個職場上的危險信號，它們比工資低更值得大家去反思。一旦發現，趕緊糾正,職場,職場修練,2021/12/6,"職涯發展,工作警訊,自我成長,人脈"
,年前離職的員工，有機會領到年終？注意勞資契約的「這項」條款,根據人力銀行調查，有高達9成上班族「考慮」在農曆年前換工作。那在離職的員工有機會領到年終嗎？作者指出，如果當初勞雇契約上年終獎金是屬於「經常性給予」，例如：保障年薪14個月、保障年終3個月等約定，這時,職場,職場修練,2020/12/23,"離職員工,勞雇契約,經常性給予,年終獎金"
,年終獎金花在哪？一個選擇預測你10年後變窮還是變有錢！給20、30、40歲的理財策略,富可敵國的李嘉誠說過，有錢卻沒有智慧的人，越努力賺錢，越努力投資反而會越窮。相對的，即使現在的你只有小錢，但只要有智慧，遲早小錢也會滾出大錢。不幸的是，大部分人不但不會理財，更沒有李嘉誠所說的智慧。 ,財經,投資理財,2019/1/28,"年終獎金,預測,策略,理財"
,薪資、獎金、年終、分紅意義差在哪》想留住人才，該加薪還是給股份？,公司要設法留住人才，看似有很多不同激勵工具：薪資、獎金、年終、分紅，但其實各個不同工具，各有不同激勵效果。…新創公司由於初期走得艱辛，所以常常都是遇到共同創辦人或是優秀同仁提出離開的想法時，創辦人或執行,管理,領導馭人,2020/5/4,"獎金,留住人才,股份,分紅,加薪"
,紅海危機推升航運股股價，會再現疫情時的高點嗎？現在還能進場？,這波運價喊漲，讓航運股股價大漲，投資人關心「航海王」的行情會否重現？,財經,投資理財,2023/12/21,"航運股,以色列,紅海危機,長榮,蘇伊士,股價,陽明,哈瑪斯"
,大陸再出招！宣布中止ECFA部分產品關稅減讓,中國宣布中止部分ECFA產品關稅減讓，涉及12個稅目產品。中國國務院公告提到「希望台灣地區採取有效措施，取消對大陸的貿易限制」。,國際,全球話題,2023/12/21,"ecfa, 兩岸經貿, 關稅, 中國, 兩岸關係"
,她賣食材、更賣料理靈感　解密米其林名廚們的地下顧問 - 商業周刊第1884期 - 商周線上讀,廚房小白、冷門食材商陳慕珊，如何「多想一步」獲米其林名廚與頤宮、Raw、態芮的信任？她受信任的關鍵，除了如數家珍食材知識，甚至進一步變成貼合主廚需求的有用想法，從賣食材變成賣「靈感」的人。她甚至提前設想：有無正醞釀的食材趨勢？某餐廳食材，另一間餐廳可怎麼用？增加使用機會，同時分散庫存風險。,人物特寫, ,2023/12/21,"米其林,陳慕珊,廚師,態芮,RAW,供應商"
,2023是職場「大憂鬱潮」，幸福感跌落3年來最低！企業解方：別再讓員工有苦說不出,BambooHR網站中的一項調查指出，全球上班族的快樂指數創下3年來新低。上班族展現出一種想辭職，甚至是對工作冷漠的態度。作為上班族的你，如果不想陷入工作低潮的狀態，可以嘗試把工作自主權拿到自己手裡，,管理,領導馭人,2023/12/22,"安靜離職,離職,職場,工作"
,過去豐功偉業不是最重要，企業現在更看重面試者的「復原力」,面試時千萬不要說：我沒有失敗經驗。可能讓面試官覺得你少了「復原力」這項技能。在疫情期間，企業遭受空前重創，讓它們更加重視員工谷底反彈的能力，而非耀眼的過去。…戴資穎逆轉勝，得到BWF羽球年終總決賽冠軍，,職場,,2023/12/21,"失敗,挫折,面試,自我介紹"
,「視覺年齡」總比「實際年齡」小十歲！2個關鍵，決定70歲後的生活,1.有一天上英文課，是一位大約70歲老師授課。課後學生回饋，這位老師拿到的分數，比其他同齡老師低了許多。我認為，這位老師的問題有兩個：自我要求降低、說話太慢。2.我有個朋友，我以為他45歲左右，事實上,職場,職場修練,2021/9/13,"顯老,退休,退休金"
,2024總統電視政見首場發表會懶人包》侯友宜、賴清德、柯文哲3人交鋒重點一次看,2024年總統大選首場電視政見發表會，於12月20日晚間7點登場。發表會有3輪、各10分鐘的時間，讓3位總統候選人柯文哲、賴清德、侯友宜闡述政見。依照抽籤結果為，發言順序為：侯友宜、賴清德、柯文哲。以,焦點,時事分析,2023/12/22,"居住正義,兩岸關係,總統政見,能源政見,賴清德,柯文哲,總統政見發表會,侯友宜,總統大選,2024總統大選,青年政策"
,價格更貴反創2.5倍銷量　Line禮物「弱連結爆賣法」！ - 商業周刊第1884期 - 商周線上讀,耶誕節和春節等送禮旺季，該如何透過送禮場景提升業績？Line禮物重新塑造顧客旅程，透過「禮物潛台詞」、設想送禮情境的概念，使任何商品都能成為感性送禮選擇，不僅轉化送禮者和收禮者為顧客，更能吸引路人成為品牌鐵粉，提升荷包占有率。Line禮物運用送禮行為開啟新的銷售場景，品牌則根據送禮行為調整產品設計和行銷策略，提高在Line平台上的曝光度。Line禮物不打價格戰，業績照樣逆勢增長300％。,產業風雲, ,2023/12/21,"LINE,送禮,行銷,社群,電商,星巴克"
,沛納海把消費者都當年輕人！賣錶送北極冒險的「全齡革命」 - 商業周刊第1884期 - 商周線上讀,百年名錶品牌沛納海，如何兼顧新舊客戶？首先，它先撕掉年齡標籤，把消費者全當年輕人。社群影響力崛起，消費者更在意手錶背後帶來的體驗，沛納海推出搭配特種部隊訓練行程、探勘北極、海底冒險、夜訪博物館等行程；甚至針對不同客群，調整產品線參數，讓顧客成為終身品牌大使。,國際焦點, ,2023/12/21,"沛納海,鐘錶,腕錶,年輕化,品牌策略,體驗"
,豐田召回百萬車，子公司大發被爆「安全測試造假」涉及64車款，市值蒸發逾4000億,日本豐田汽車子公司大發工業旗下總計64車款及3種引擎有衝撞測試資料造假問題。大發汽車決定暫停出貨販售海內外所有車種。豐田也宣布將在全球召回112萬輛汽車。,財經,產業動態,2023/12/22," 豐田,豐田汽車"
,川普與他的信徒若掌白宮　2大主義不利台灣半導體 - 商業周刊第1884期 - 商周線上讀,「2024年世界最大威脅。」《經濟學人》如此預言。這說的是川普。隨著這位美國前總統再次入主白宮的機率上升，他不可預測的言行、保護主義的思維，都將是來年最大變數。,封面故事, ,2023/12/21,"川普,保護主義,重商主義,晶片,半導體,美國"
,為什麼這本談巨人衰敗的書，讓台積電總裁魏哲家「忐忑不安｣？,1.台積電今年不論營運、股價、聲望都大好，台積電總裁魏哲家與董事長劉德音更雙雙入選新科工研院院士。2.但魏哲家卻說，因為一本書，讓他看到台積電業績暢旺背後的隱憂。,管理,領導馭人,2020/10/28,"魏哲家,CEO,張忠謀,台積電,摩托羅拉,衰敗,工研院,企業擴張,院士"
,0056、00878、00919，月配領息1～10萬各需要多少？,全台目前規模最大的3檔季配高股息ETF 0056、00878、00919，3檔高人氣季配高股息ETF，配息月份剛好完全不一樣，能夠自組月月配息組合。,財經,投資理財,2023/12/19,"00919,ETF,00878,配息,投資,0056"
,薪資不高，光想靠投資財富自由？真相：要麼靠父母，要麼中樂透,把每個月的現金流往上提升，絕對是改善生活最快的方法。在資金很少的情況下，硬是想靠投資財富自由，根本就是緣木求魚。一個小資族只靠自己賺錢、不靠原生家庭，應該先想辦法提升自己的專業技能，找到最有效率的賺錢,財經,投資理財,2023/12/20,"理財,投資,財富自由,小資"
,「不會點菜當什麼主管！」從點餐看一個好主管該具備的3大特質,公司年中宴請重要客戶，高階主管們選定了餐廳之後，發派給總務組組長佳佳負責執行。不做多想的佳佳，直接訂了餐廳現有的桌菜做為宴客菜餚，沒想到卻被副總説是便宜行事。不想讓副總認為自己發懶，佳佳順口找了理由推,職場,職場修練,2019/11/1,"點菜,好主管,職場,點餐"
,「TOYOTA一車一樹」淨零碳排領銜行動  達成76萬棵、減碳2.5萬噸,購車又能保護國土，人、車與地球環境，透過種樹行動達成相互生態平衡。「TOYOTA一車一樹」計畫近6年來，為每一位購車車主種下一棵樹，至今累計共76萬多棵樹，遍布於全台17個縣市，盡職地吸收2.5萬噸的,焦點,,2023/12/7,"慈心有機,郭婞淳,TOYOTA,一車一樹,造林減碳"
,冬日造型筆記》形象導師14問答  大衣、圍巾、帽子怎麼挑最得體 - 商業周刊第1732期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,封面故事, ,2021/1/21,
