content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
5128767?utm_campaign=line_cw-social-daily-231229-5128767&utm_source=line_cw&utm_medium=social,新年目標又半途而廢？運動心理學家：練大腦，3招建立「達標系統」,2023年接近尾聲，但回想一下年初的目標有沒有一一實現？如果你也深受3分鐘熱度之苦，太多計劃無疾而終，台師大體育系研究講座教授洪聰敏觀察，別忘了從大腦前額葉皮質區訓練起。,健康關係,心靈成長,2023-12-28,"新年目標,運動心理學,洪聰敏"
5128699?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-daily,不用砸錢下廣告，也能養出鐵粉！圖解「全域行銷」，流量變現新密碼,平台改變規則，廣告成本變貴，流量紅利消失，品牌該怎麼做？實體零售數位轉型邁入下一戰，掌握流量變現密碼「全域行銷」，不必花大錢，便養出忠實鐵粉。,產業,服務,2023-12-26,"全域行銷,私域,零售,電商,網紅,全家,Uniqlo,KOC"
5128699?utm_campaign=line_cw-social-daily-231229-5128699&utm_source=line_cw&utm_medium=social,不用砸錢下廣告，也能養出鐵粉！圖解「全域行銷」，流量變現新密碼,平台改變規則，廣告成本變貴，流量紅利消失，品牌該怎麼做？實體零售數位轉型邁入下一戰，掌握流量變現密碼「全域行銷」，不必花大錢，便養出忠實鐵粉。,產業,服務,2023-12-26,"全域行銷,私域,零售,電商,網紅,全家,Uniqlo,KOC"
5128733?utm_campaign=line_cw-social-daily-231229-5128733&utm_source=line_cw&utm_medium=social,拆解全家、優衣庫的變現新招　從流量到留人，購買頻次翻倍,優衣庫打造穿搭靈感app，全家明年將推出興趣社群，實體零售的電商再成長大計，最新祕密武器「全域行銷」，比下廣告還有效，帶貨力勝過跟團「+1」。,產業,服務,2023-12-26,"全域行銷,私域,零售,電商,網紅,全家,Uniqlo,KOC"
5128701?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-daily-231229-5128701,週年慶攻略文帶進10億業績！300萬貴婦愛到住進新光三越，獨家吸客祕訣,疫情間新光三越加速數位轉型，如今已是台灣經營私域的先鋒者。櫃姐們化身精品小網紅，用app熟客系統養300萬個貴婦會員；更與外部合作，在線上線下、多元通路間，靈活交互導流。,產業,服務,2023-12-26,"新光三越,百貨,櫃姐,熟客系統,全域行銷,私域,吳昕陽"
5128700?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-daily-231229-5128700,增加粉絲黏著度、靠內容變現　比社群行銷還強的「私域」怎麼做？,多數人都經歷過，經營社群即使一日三餐噓寒問暖，社群互動卻比宮廷劇的冷宮還冷，更別提內容變現了。曾任抖音TikTok台港澳營運負責人的安可日子創辦人林宜靜，以營運私域的「三不三要」提醒實體品牌，完成行銷數位轉型的最後一哩路。,產業,服務,2023-12-26,"社群,粉絲,私域,全域行銷,KOC,品牌"
5128729?utm_campaign=line_cw-social-daily-231229-5128729&utm_source=line_cw&utm_medium=social,查理蒙格的不敗致富心法：節儉、勤奮，還有期待麻煩隨時降臨,查理蒙格認為勤奮與節儉非常重要，雖然只是簡單的觀念，但幾乎保證能得到很好的結果。以下摘錄自蒙格的經典演講：,人物,大師觀點,2023-12-28,"查理蒙格,勤奮,節儉,自我提升,Charlie Munger"
5128715?utm_campaign=line_cw-social-daily-231229-5128715&utm_source=line_cw&utm_medium=social,在亞洲生活，比較容易？,儘管全球物價皆上漲，但經濟學人智庫（EIU）調查發現，與兩年前相比，58座亞洲城市中，就有46座生活成本排名下降。,國際,亞洲,2023-12-26,"物價,升值,綠能,地中海"
5128743?utm_campaign=line_cw-social-daily-231229-5128743&utm_source=line_cw&utm_medium=social,訂豪華旅遊　令有錢人最後悔的事,豪華旅遊可以讓人萬分滿意，從豪華舒適的頭等艙飛行，到設備一應俱全的飯店、一生難忘的體驗，揮霍在度假上確實可以很好玩。,運動生活,生活,2023-12-27,"豪華旅行,奢侈旅行,高端旅行,豪華旅遊,奢侈旅遊,旅行社,性價比,五星級,飯店"
5125551?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1270931569878472240&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxsfV%2F%2FvLKKMq%2FiULckAPVnvd8iAAAA,你能累積財富嗎？　看看身邊的朋友就知道,如果你有朋友變胖了，未來兩到四年內，你體重增加的機率高出45%。假如你的朋友很快樂，你也快樂的機率會增加15%。那麼如果你想累積財富呢？,財經,投資理財,2023-04-29,"財富,儲蓄,致富"
5128783?utm_campaign=line_cw-social-daily-231229-5128783&utm_source=line_cw&utm_medium=social,新北市國中割頸案：教育現場的重大挫折，如何培養孩子更好的承受力？,當每一個人都能致力於提升自己面對挫折的能力、在現實中學習磋商和協調，或許整個家庭、系統集合在一起時，就會變得更有力量，可以面對困難現實的考驗呢？,政治社會,社會現場,2023-12-29,"新北國中生割頸案,校園安全,行為偏差,暴力,心理,情緒,教養"
5128641?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1270931993585938533&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxsfXNfM4PMrMrSULckAKtd6pciAAAA,大新竹孩子沒高中可以讀？為何市民平均所得全台最高、養小孩卻如地獄？,新竹縣人口在近5年不斷成長，造成就學需求大增。當地家長預估，在現有增班規劃下，116年仍有超過千名畢業生無法就近入學，憤而組成自救會抗議。高中職增班設校為何慢半拍？,教育,教育趨勢,2023-12-18,"新竹縣,竹北,就學需求,高中職,楊郡慈"
5128777?utm_campaign=line_cw-social-daily-231229-5128777&utm_source=line_cw&utm_medium=social,北京如何加大施壓台灣總統大選,十二月的陽光灼烤著恆春半島，這是塊台灣島尾延伸入菲律賓海的陸地。許耿睿嘴角銜著一支抽了一半的香煙。而他是一個業餘者社群的一部分，該社團多數像他一樣是退伍軍人，他們喜歡追蹤近年來不斷出現在台灣領海外的中國船艦和戰機。,國際,兩岸,2023-12-29,"2024選舉,總統大選,總統選舉,中美關係,習近平,蔡英文,台灣,美國,中國,中共"
5128776?template=transformers&utm_campaign=line_cw-social-daily-231229-5128776&utm_source=line_cw&utm_medium=social,走訪京都百年企業的三大永續啟示,2023年11月底，日本京都逾六百年的古剎妙心寺內，近百人團坐一起閉目坐禪。他們是來自台灣玉山金控的「卓越學院」成員，在金控董事長黃男州領軍下，這是他們這趟接班人六天海外見習之旅的行程之一。,環境,永續發展,2023-12-29,"ESG,永續,企業,京都,玉山金控,道瓊永續指數"
5128712?utm_campaign=line_cw-social-daily-231231-5128712&utm_source=line_cw&utm_medium=social,痛苦重組10年，希臘走出崩潰　登《經濟學人》年度風雲國家,歷經艱辛改革，希臘終於谷底翻身。政治面，中間偏右政府保住政權；經濟面，從一度依賴中國，到走向明智之路，成了其他民主國家的模範。,重磅外媒,經濟學人,2023-12-26,"希臘,年度國家,烏克蘭,改革"
