content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
5128504?utm_campaign=line_cw-social-daily-231212-5128504&utm_source=line_cw&utm_medium=social,80歲老爸揮淚開除兒子　車燈龍頭大億集團，5個月接班失敗啟示,痛心拔掉兒子接班，大億交通董事長吳俊億，解除吳育賢的董事職務。吳育賢也想要有一番作為，卻跟合資大股東撕破臉。這場「接不了班」的荒誕戲碼，成了企業傳承一堂失敗課。,產業,製造,2023-12-11,"車燈,大億,接班,傳承,小糸"
5128510?utm_campaign=line_cw-social-daily-231212-5128510&utm_source=line_cw&utm_medium=social,天下國際週報：年薪240萬，不用大學學歷，美國最熱門工作懼高症不宜,《經濟學人》：2024年中國經濟有可能擺脫困境嗎？《彭博商業週刊》：年薪8萬美元，而且不需要大學學歷，美國最熱門工作是什麼？《連線》雜誌：美國FDA通過全球第一個採用Crispr基因編輯技術的療法，但超貴。,國際,國際週報,2023-12-11,"房地產,通縮,物價,穆迪,風電技師,風力發電,FDA,基因療法,基因編輯,遺傳疾病,Crispr"
5128364?utm_campaign=line_cw-social-daily-231212-5128364&utm_source=line_cw&utm_medium=social,2024中國經濟可以「保五」嗎？經濟學人《2024全球大趨勢》李強陷入兩難,【2024全球大趨勢｜中國】2024年中國政府將會陷入兩難——市場信心vs.執政信譽，該如何權衡？經濟學人《2024全球大趨勢》指出，中國政府光要設定經濟成長率目標，就是一大難題，更別說該如何達標。,重磅外媒,經濟學人,2023-12-06,"2024全球大趨勢,中國,通縮,經濟成長率,李強"
5128551?utm_campaign=line_cw-social-daily-231212-5128551&utm_source=line_cw&utm_medium=social,中國直播網購結合AI，不到台幣4萬就能擁有AI主播　人力加速淘汰？,直播購物在今年中國經濟疲軟、電商整體銷售趨軟的情況下，卻逆勢成長。而在直播購物逆勢成長中，一股AI風潮也隨之起飛：利用AI虛擬直播主來取代人力，大幅降低成本。他們是怎麼做的？,財經,財經焦點,2023-12-11,"直播網購,AI,虛擬主播"
5122246?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink-231212-5122246&_branch_match_id=1263314753701716491&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTywoyMnMy9ZLLtdLzs%2FVKynXN8gxSfP3Mg8vdEsCAFO0QG4lAAAA,34歲提前退休　他學到的5件事,2012年6月，在投資銀行工作年資13年的34歲男子多根（Sam Dogen）想要離開。他決定跟公司協商拿到一筆分手費，提早退休，靠被動收入過活，包括收租、股利和販賣電子書的收入。,健康關係,心靈成長,2022-08-03,提前退休
https://podcasts.apple.com/tw/podcast/%E5%89%B5%E6%96%B0%E7%AA%81%E5%9C%8D-%E4%BC%81%E6%A5%AD%E6%8B%9Aesg%E7%9A%84%E7%AC%AC%E4%B8%80%E6%AD%A5%E6%98%AF%E6%B8%9B%E7%A2%B3-%E5%8F%B0%E7%81%A3%E6%9C%80%E6%B0%B8%E7%BA%8C%E7%9A%84%E6%9C%83%E8%A8%88%E4%BA%8B%E5%8B%99%E6%89%80-%E9%99%AA%E8%B7%91-%E5%BF%83%E6%B3%95%E5%A4%A7%E5%85%AC%E9%96%8B/id1486227803?i=1000634997497,,,,,,
5128569?gift=b543cb9213d5d44da85d4d7bd12ffac79c8be6219b65ca31a13f45f30f0d4569&utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-daily,做2024年度計劃，必知6大趨勢,【2024經濟大預測｜編者的話】頭一件國際大事，就是1月的台灣總統大選。無論誰當家，台海安全仍取決美中關係。GDP成長率有望從1.42%回升到3.35%，AI題材最明確。,財經,財經焦點,2023-12-12,2024經濟大預測
5128506?utm_campaign=line_cw-social-daily-231212-5128506&utm_source=line_cw&utm_medium=social,比小七多！全台房仲超過8千家創新高　他曝「要小心了」,"雖然今年前10月全國買賣移轉件數僅24.5萬件，全年估約30萬件，創五年新低量，但內政部資料，截至今年10月底，全台不動產經紀業備查家數達8,675家，比小7還多，受僱不動產經紀人與營業員達6萬8,113人，也創統計以來新高。",產業,服務,2023-12-11,"房仲業,不動產,房市"
5128175?utm_campaign=line_cw-social-daily-231212-5128175&utm_source=line_cw&utm_medium=social,綠色金屬需求火熱！經濟學人《2024全球大趨勢》誰是能源轉型大贏家？,【2024全球大趨勢｜評論】綠色轉型將重塑全球經濟秩序，但不見得是綠能派會贏，真正的冠軍尚未出爐。《經濟學人》年度特刊《2024全球大趨勢》指出，煤炭、石油還沒那麼快退場，綠色金屬也會大起大落。,重磅外媒,經濟學人,2023-12-06,"2024全球大趨勢,淨零碳排,能源轉型,綠能,石油,天然氣"
https://podcasts.apple.com/tw/podcast/%E5%89%B5%E6%96%B0%E7%AA%81%E5%9C%8D-%E4%BC%81%E6%A5%AD%E6%8B%9Aesg%E7%9A%84%E7%AC%AC%E4%B8%80%E6%AD%A5%E6%98%AF%E6%B8%9B%E7%A2%B3-%E5%8F%B0%E7%81%A3%E6%9C%80%E6%B0%B8%E7%BA%8C%E7%9A%84%E6%9C%83%E8%A8%88%E4%BA%8B%E5%8B%99%E6%89%80-%E9%99%AA%E8%B7%91-%E5%BF%83%E6%B3%95%E5%A4%A7%E5%85%AC%E9%96%8B/id1486227803?i=1000634997497,,,,,,
