content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
5128176?utm_campaign=line_cw-social-daily-231208-5128176&utm_source=line_cw&utm_medium=social,「隱形通膨」有多可怕？經濟學人《2024全球大趨勢》企業三大A錢新招,【2024全球大趨勢｜評論】企業正在巧立名目偷偷漲價，小費也收得愈來愈誇張。這個討厭的趨勢會在2024年降溫嗎？《經濟學人》年度特刊《2024全球大趨勢》指出，有愈來愈多企業學習廉航或Uber的招式，為自己增加收入。,重磅外媒,經濟學人,2023-12-06,"2024全球大趨勢,通膨,漲價,小費"
https://www.cw.com.tw/marketing/plan/432/GC23110033?utm_source=line_cw&utm_medium=social&utm_campaign=2024TWA_line_cw_social_799SP,,,,,,
5128226?utm_campaign=line_cw-social-daily-231208-5128226&utm_source=line_cw&utm_medium=social,新鮮人沒經驗怎麼辦？有證照，面試邀約多三成！哪些證照CP值最高？,沒有工作經驗的新鮮人，有望贏在求職起跑點！104人力銀行資料庫顯示，近三年，「有證照」的求職者平均每月獲得11.3次面試邀約，比沒證照高出三成的面試機會。如果新鮮人想臨時抱佛腳，哪些證照求職的CP值最高？,管理,職場競爭力,2023-12-06,"求職,證照,面試,找工作,職場"
5128429?utm_campaign=line_cw-social-daily-231208-5128429&utm_source=line_cw&utm_medium=social,勞動力短缺恐將持續！經濟學人《2024全球大趨勢》企業「勞動囤積」不敢裁員,【2024全球大趨勢｜金融】即使經濟衰退，已開發國家的勞動力市場依然不會降溫；使用AI也不會減少雇用，企業反而會增聘更多員工。三項結構性因素，讓當前的勞動力市場處在近代經濟史上對勞工最有利的狀態。,重磅外媒,經濟學人,2023-12-06,"2024全球大趨勢,缺工,勞動力,失業率,就業"
5128360?utm_campaign=line_cw-social-daily-231208-5128360&utm_source=line_cw&utm_medium=social,哈佛專家揭露　執行長最渴望的一種員工特質,最好的員工，並不一定都是房間裡最聰明或是最有自信的人。,管理,職場競爭力,2023-12-04,成功
5123059?template=fashion&_branch_match_id=1262603100966210661&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTywoyMnMy9ZLLtdLzs%2FVKynXLw5MtAwPtUjJdksCALmj6t8lAAAA&utm_campaign=line_cw-social-deeplink-231208-5123059&utm_medium=social&utm_source=line_cw,Hebe田馥甄：生而在世，就是一邊得到，也一邊失去的過程,一如〈渺小〉對於人間萬物的探問，該感謝還是對不起？儘管人生百般波折試煉，對於現在的田馥甄 Hebe 來說，只要順應自然，就能隨心自在。,Off學,風格,2022-10-16,"田馥甄,Hebe,SHE,歌手"
https://www.cw.com.tw/marketing/plan/432/GC23110033?utm_source=line_cw&utm_medium=social&utm_campaign=2024TWA_line_cw_social_799SP,,,,,,
https://www.cw.com.tw/fashion?utm_campaign=line_cw-social-daily&utm_source=line_cw&utm_medium=social,,,,,,
5128282?utm_campaign=line_cw-social-daily-231208-5128282&utm_source=line_cw&utm_medium=social,想成為國際人才？旅荷管理顧問：亞洲人求職有個普遍致命傷,全球企業面臨ESG的挑戰，許多新鮮人對於能源產業感興趣，我十分開心，但撰稿的同時感到不安，深怕我描述的大象，不僅面向與讀者不同，甚至可能不是同一隻大象，因此我揀選一些通則，就當作是給十年前畢業的自己。,管理,職場競爭力,2023-12-05,"就業,荷蘭,溝通,領導力"
5128250?utm_campaign=line_cw-social-daily-231208-5128250&utm_source=line_cw&utm_medium=social,阿聯蛻變「中東的新加坡」　還會是AI第三強國,近年來世界政治失序、經濟路線分歧，阿拉伯聯合大公國卻蓬勃發展，不僅成為商業樞紐，甚至在未來的AI競爭中，成為第三重要國家。,重磅外媒,經濟學人,2023-11-28,"阿聯酋,UAE,中東,氣候峰會"
https://www.cw.com.tw/marketing/plan/432/GC23110033?utm_source=line_cw&utm_medium=social&utm_campaign=2024TWA_line_cw_social_799SP,,,,,,
https://www.cw.com.tw/fashion?utm_campaign=line_cw-social-daily&utm_source=line_cw&utm_medium=social,,,,,,
https://maac.io/2kCuX/dtbw6,,,,,,
5108450?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink-231209-5108450&_branch_match_id=1262604105442138991&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTywoyMnMy9ZLLtdLzs%2FVKynXLzTKrEhJDvbNcUsCAHIuhp4lAAAA,四年級生張大春：我們這代最大的錯誤，就是討好年輕人,他說，現在的台北好老，我的老台北才年輕。這位叱吒上世紀末的「文學頑童」，再過兩年就可領「敬老卡」。近來他也投入Podcast的行列，是否有和年輕人溝通的意味？他說得決絕：「跑去討好年輕人，是很無恥的事情。」,人物,人物特寫,2021-02-18,"張大春,我的老台北,葉美瑤,文學,懷舊,鄭問,高陽"
5128489?utm_campaign=line_cw-social-daily-231209-5128489&utm_source=line_cw&utm_medium=social,查理蒙格的7個致富心法：想得到那樣東西，最可靠的方法是配得上它,查理蒙格指出，獲得智慧是一種道德責任，並強調雖然他讀的是法學院，但若要在生活中和學習上取得成功，最好的辦法是：掌握跨領域的知識。這篇有名的演講獲得了巨大的迴響：,人物,大師觀點,2023-12-08,"查理蒙格,人生,心態,興趣,終身學習,伍登效應,Charlie Munger"
5128473?utm_campaign=line_cw-social-daily-231209-5128473&utm_source=line_cw&utm_medium=social,全台第一位新住民校長　楊小梅：文化沒有優劣，要願意理解和學習,全台第一位新住民校長貢寮國小楊小梅校長，原本對自己的成長歷程和身分沒有自信，校長甄試考了5次，大家避之唯恐不及的行政工作，為何她甘之如飴？,教育,教育趨勢,2023-12-07,"校長,楊小梅,新住民,多元文化"
https://www.cw.com.tw/marketing/plan/432/GC23110033?utm_source=line_cw&utm_medium=social&utm_campaign=2024TWA_line_cw_social_799SP,,,,,,
https://www.cw.com.tw/fashion?utm_campaign=line_cw-social-daily&utm_source=line_cw&utm_medium=social,,,,,,
https://maac.io/2kCuX/dtbw6,,,,,,
https://maac.io/2kD5M/dtbw6,,,,,,
5090254?template=fashion&_branch_match_id=1262604612552101846&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxs%2FQLTqKwoVz%2FfHLckAP5r45EiAAAA&utm_campaign=line_cw-social-deeplink&utm_medium=social&utm_source=line_cw,世界上最會穿衣服的男人Richard Biedul,從法庭走上伸展台，原是一名律師的模特兒 Richard Biedul，在27歲時意外展開他的時尚旅程，以優雅中帶有一絲不羈的英倫味征服時尚界，更被譽為是世界上最會穿衣服的男人，高度展現他過人的紳士穿衣智慧。,Off學,風格,2018-06-01,"Richard Biedul,時尚穿搭,衣服,Bazaar"
