content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
5128463?utm_campaign=line_cw-social-daily-231207-5128463&utm_source=line_cw&utm_medium=social,ChatGPT問世一週年》有什麼事真的改變了？,ChatGPT問世一週年，矽谷心態、什麼人才搶手都改變了。躬逢AI盛事，一切熱潮是否名符其實？,產業,科技,2023-12-06,"ChatGPT,AI,人工智慧,微軟,裁員,廣告投放,矽谷"
5128469?utm_campaign=line_cw-social-daily-231207-5128469&utm_source=line_cw&utm_medium=social,網購要崩盤了？電商戰將王志仁戰術解析,【服務一點訣】疫後各界盛傳電商市場利多不再，真的是這樣嗎？想佈局網購的廠商要止步嗎？美而快總經理王志仁直言，客人在哪你當然就在哪，不用揣測趨勢。現在做網購要注意什麼？王志仁親自解析。,管理,服務一點訣,2023-12-06,"電商,網購,PChome,momo,酷澎"
5128468?utm_campaign=line_cw-social-daily-231207-5128468&utm_source=line_cw&utm_medium=social,連印度股市都要超越香港了？,印度股市受到經濟成長和IPO、外資流入和國內金融服務起飛的帶動，5日市值首度超過4兆美元，站穩全球第5大市場角色，也拉近與香港的距離。,財經,財經焦點,2023-12-06,"印度股市,港股,IPO"
5128466?utm_campaign=line_cw-social-daily-231207-5128466&utm_source=line_cw&utm_medium=social,天下晨間新聞　《時代》雜誌2023年度人物，泰勒絲｜AMD出新晶片，對決輝達,《時代》雜誌2023年度人物，泰勒絲。AMD出招了，微軟、Meta都說要買！#OPEC＋減產，油價為何暴跌？iPhone 16要採用印度製造電池，蘋果授意供應商擴廠,財經,財經焦點,2023-12-07,"蘋果,電池,印度,YG娛樂,拜登,川普"
5123022?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1261498951285104137&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxsffMU08pUF7eUbLckALdJ2jQiAAAA,超微執行長蘇姿丰：MIT博士被哈佛MBA管，我認為毫無道理,超微執行長蘇姿丰鼓勵年輕人，把夢做大，想像5年後的目標，找出最棘手的問題，朝它衝過去。身為《Fortune》500強企業中僅佔10%的女性CEO之一，她也指出，人生中最能啟發她的是母親。,人物,CEO觀點,2022-10-04,"蘇姿丰,超微,AMD,半導體,麻省理工,MIT,教養,Fortune 500"
5128187?utm_source=line_cw&utm_medium=ad24&utm_campaign=googlecloud&utm_term=line-bn,Google Cloud 在台落地十年成果豐碩，引領產業突圍 AI 時代邁向智慧轉型,一場疫情攪局，Google Cloud Summit 上次舉辦已經是 2019 年。今年終於盼到復辦，Google Cloud 北亞區董事總經理李孔源為什麼一開口，就要大家注意到三個數字：25、17、 10，這些數字分別對台灣、對產業，有什麼重要意涵？,產業,科技,2023-11-27,"Google Cloud,雲端,綠能產業,AI,永續"
5128424?utm_campaign=line_cw-social-daily-231207-5128424&utm_source=line_cw&utm_medium=social,2024機票、住宿繼續貴下去？經濟學人《2024全球大趨勢》全球觀光亂象將持續,【2024全球大趨勢｜企業】旅遊需求的反彈比供給快，帶來的問題不只是機票飆漲、航班延誤。,重磅外媒,經濟學人,2023-12-06,"2024全球大趨勢,觀光,Airbnb,報復性旅遊潮,機票,旅遊"
5128445?utm_campaign=line_cw-social-daily-231207-5128445&utm_source=line_cw&utm_medium=social,全球建商倒閉潮，台灣躲過風暴？專家點出四大關鍵原因,德國、法國、瑞典、芬蘭等歐元區主要國家建設公司近來大量破產，中國、澳洲、越南，乃至於日本與美國，破產的建商數量也較前年明顯增加，很多人好奇，「台灣建商怎麼沒爆炸？」,政治社會,政策,2023-12-06,"建商,房市,升息,央行"
5128261?utm_campaign=line_cw-social-daily-231207-5128261&utm_source=line_cw&utm_medium=social,校園心理健康　中央大學校長：先學膽識與豁達,【未來高教專欄】師生心理健康成為各所大學須面對的課題，除了課程輔導與諮商，兩大心理素質讓人變強大。,教育,教育趨勢,2023-11-28,"心理健康,心理假,心理諮商,心理輔導"
5128195?utm_campaign=line_cw-social-daily-231207-5128195&utm_source=line_cw&utm_medium=social,正確決策的關鍵是「善變」　貝佐斯管理亞馬遜的16條領導心法,貝佐斯的想法素來都以果決、獨立，有時甚至是無情著稱，他無法容忍奠基於傳統方式的想法或論點。他的管理風格獨到之處在於領導能力，從作風與公司史能看出，他是一位高度自信的領導者，不僅敢力排眾議做出決定，而且也會堅持到底。,管理,管理,2023-11-28,"貝佐斯,亞馬遜,領導力,決策,判斷,溝通"
