content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
5128659?utm_campaign=line_cw-social-daily-231220-5128659&utm_source=line_cw&utm_medium=social,遙控飛機大叔變軍火商！無人機國家隊搶賺500億，放話贏中國？,無人機在烏俄戰爭立下奇功，我國軍方向民間下單，不但要去紅色供應鏈，還要藉此打國際市場。首波共7家廠商測試過關，搶先吃到500億商機。除了有集團支持的中光電，其餘多是熱愛遙控飛機的大叔，練功十多年，準備起飛。,產業,製造,2023-12-19,"無人機,成大航太,中科院,軍用商規"
5128656?template=fashion&utm_campaign=line_cw-social-daily-231220-5128656&utm_source=line_cw&utm_medium=social,花十億買無人島，只蓋200房、還孵海龜？信義房屋二代在想什麼？,信義房屋投資馬來西亞無人島，先花兩年孵海龜，還要防止有人偷吃蛋；為了種樹，得從改善土壤做起。耗費這麼大的工夫，卻只規劃了200間房，值得嗎？調查發現，半數消費者都願意為了「永續旅遊」多花錢。,Off學,旅行,2023-12-19,"信義房屋,碳匯,碳權,永續旅遊,馬來西亞"
5128522?utm_campaign=line_cw-social-daily-231220-5128522&utm_source=line_cw&utm_medium=social,房地慘、科技戰　私募之王單偉建為何判斷：中國還是能保5？,【2024經濟大預測｜天下經濟論壇CWEF】國際知名經濟學家和金融家單偉建，有投資中國的豐富經驗。在房地產暴雷、美中科技戰之際，他判斷中國2023年能「保5」，且有空間持續成長？,國際,兩岸,2023-12-12,"中國經濟,CWEF,單偉建,2024經濟大預測,美中競爭,科技戰"
5128523?utm_campaign=line_cw-social-daily-231220-5128523&utm_source=line_cw&utm_medium=social,「被關更有利」搖擺州偏愛川普　專家為何認為拜登會贏？,【2024經濟大預測】距美國大選不到一年，川普可能再對決拜登，全球繃緊神經。專家預測，拜登贏面較大；然而經濟情勢增添變數。物價雖然下降了，但民眾也開始省錢，台灣等得到換機潮嗎？,國際,美洲,2023-12-12,"川普,拜登,美國總統大選,美國經濟,台美關係,中美關係,2024經濟大預測"
5128157?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1266212778233334631&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxs%2FZRSA0uX3BSfCrckAKwfbvciAAAA,2024房市》選後房價難下跌？預售屋、成屋、中古屋市場怎麼走？,【2024經濟大預測】建商逐漸適應房市熱潮後的冷卻期，加上國內外政治局勢穩定，讓房市即使冰凍將近一年，價格還是居高不下。2023年房價看回不回，量難漲、價不跌，這樣的情況很可能會延續到2024年。,財經,財經焦點,2023-11-20,"房市,大選,房價,預售屋,新青安"
https://podcasts.apple.com/tw/podcast/%E5%89%B5%E6%96%B0%E7%AA%81%E5%9C%8D-%E7%BF%BB%E8%BD%89%E7%A2%B3%E7%84%A6%E6%85%AE-%E7%AC%AC%E4%B8%80%E6%AC%A1-%E7%A2%B3%E6%AC%8A-%E4%BA%A4%E6%98%93%E5%B0%B1%E4%B8%8A%E6%89%8B/id1486227803?i=1000635761300,,,,,,
5128662?utm_campaign=line_cw-social-daily-231220-5128662&utm_source=line_cw&utm_medium=social,幼時被霸凌的非典型公主　聯華神通第三代苗華山，如何說動苗豐強投入氫能？,【2024天下經濟論壇CWEF】聯華林德氫氣動能總監苗華山，是聯華神通集團第三代唯一女性，在1月18日的天下經濟論壇（CWEF）將首度登台，探討台灣能源的下一步。低調的她也首次在媒體專訪中，敞開心胸談家庭、童年。,環境,能源,2023-12-20,"氫能,聯華神通,聯華實業,聯華林德,苗華山,苗豐強,減碳"
5128521?utm_campaign=line_cw-social-daily-231220-5128521&utm_source=line_cw&utm_medium=social,防止人類生存被威脅　台灣將推AI基本法，會如何監管？,【2024經濟大預測】生成式AI驚人發展，人類除了興奮，也加深了恐懼。自駕車、機械手臂等出包事件，揭示監管AI的急迫性。台灣有望於2024年推AI基本法，它如何控管新科技？,政治社會,政策,2023-12-12,"AI,監管,人工智慧"
5128649?utm_campaign=line_cw-social-daily-231220-5128649&utm_source=line_cw&utm_medium=social,AI「加值」、NFT更普及　2024年區塊鏈9大敘事,有創投傳奇美譽的美國私人投資公司「a16z」安德里森‧霍羅維茲公布2024年各領域重點列表，包括公共安全、消費電子、生物健康、遊戲、區塊鏈等，其中與加密貨幣相關有9大敘事，而2023年重點強調的「零知識證明」技術則沒有在2024年的清單上。鑑於a16z早期投資並深耕幣圈，關注他們重視的敘事與賽道，等同站在巨人的肩膀上。來看看a16z眼中2024的幣圈大敘事：,產業,科技,2023-12-19,"a16z,創投,加密貨幣,區塊鏈,去中心化,DAO,Web3,加密錢包,治理,模塊化,模組化,技術疊,技術堆疊,開源,MPC,RPC,UX,AI,人工智慧,ChatGPT,deep fake,生成式AI,DeFi,GameFi,LLM,NFT,物聯網,dApp,虛擬貨幣,Layer 2"
5124880?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink-231220-5124880&_branch_match_id=1266213426972049894&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTywoyMnMy9ZLLtdLzs%2FVKynXz3M1D%2FdKNC%2BvcEsCAK5LmhclAAAA,沒有再撐一下就好！心理學家：出現2個以上警訊，你已經壓力爆表,各類調查中，韌性與抗壓力都成為企業挑選人才時最看重的軟實力，學會如何與壓力共處，顯然是工作人的必備課題。,管理,職場競爭力,2023-03-17,"職涯,選才,抗壓性,陳永儀"
5128526?utm_campaign=line_cw-social-daily-231220-5128526&utm_source=line_cw&utm_medium=social,選手搭船進場、95%用舊場館　2024巴黎奧運還有哪些創舉？,【2024經濟大預測】法國在台協會主任巴黎思（Franck Paris）撰文介紹，2024巴黎奧運不會新建太多場館，有95%賽場都是既有，並將集中賽事，讓國際盛會也能做到低碳。,國際,歐洲,2023-12-12,"巴黎奧運,2024經濟大預測,選手村"
5128521?utm_campaign=line_cw-social-daily-231220-5128521&utm_source=line_cw&utm_medium=social,防止人類生存被威脅　台灣將推AI基本法，會如何監管？,【2024經濟大預測】生成式AI驚人發展，人類除了興奮，也加深了恐懼。自駕車、機械手臂等出包事件，揭示監管AI的急迫性。台灣有望於2024年推AI基本法，它如何控管新科技？,政治社會,政策,2023-12-12,"AI,監管,人工智慧"
5123564?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1266213794727778083&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxs%2FULnJJ%2FU4MyqCrckAGdEXI8iAAAA,美國大學生最後悔的10個主修,大學讀哪個主修最好？讀大學到底值不值得？對於高等教育學費昂貴的美國家庭來說，這個問題事關重大。,國際,美洲,2022-11-14,大學
5128609?utm_campaign=line_cw-social-daily-231220-5128609&utm_source=line_cw&utm_medium=social,童子賢：台灣教育就像騎腳踏車，要你學會、但不買車給你,和碩聯合科技董事長童子賢求學時期愛逛舊書攤、吹昆笛，這些興趣為何有助於建立競爭力？,教育,教育趨勢,2023-12-18,"大學,知識,興趣,創造力,想像力,啟蒙教育"
