content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
5128589?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-daily-231214-5128589,全球最吸金IP：寶可夢　讓資產破千億美元的戰術解析,【服務一點訣】走過27年冒險旅程，卡牌、電影、鞋包服飾聯名等產品不斷推陳出新，《精靈寶可夢》（Pokémon）為何能從一款掌上型電玩，躍升為全球最吸金IP？,管理,服務一點訣,2023-12-12,"寶可夢,新光三越,訓練師,小智的冒險,皮卡丘"
5128539?utm_campaign=line_cw-social-daily-231214-5128539&utm_source=line_cw&utm_medium=social,首輛國產電動車來了！納智捷n7訂單近萬直逼特斯拉，車用供應鏈卻喜中帶憂,【2024經濟大預測】由鴻華先進設計、掛上納智捷品牌的「Luxgen n7」，是台灣第一輛國產電動乘用車，對國內消費者和產業發展都別具意義。未來3年更多平價電動車將進入市場，但也映照出台灣汽車供應鏈的隱憂。,產業,製造,2023-12-12,"電動車,納智捷,裕隆,鴻華先進,中華,MG,2024經濟大預測"
5128369?utm_campaign=line_cw-social-daily-231214-5128369&utm_source=line_cw&utm_medium=social,2024中美新冷戰　習近平的兩大盤算,【2024全球大趨勢｜中國】中美新冷戰開打，中國共產黨將一面利用全球的分裂局勢，一面宣揚國際社會要和諧。,重磅外媒,經濟學人,2023-12-10,"2024全球大趨勢,中國,冷戰,中美關係,習近平,拜登,川普"
5128513?utm_campaign=line_cw-social-daily-231214-5128513&utm_source=line_cw&utm_medium=social,在等2024降息？打仗、減碳、搬供應鏈很燒錢　全球資金派對Bye,【2024經濟大預測】儘管有機會降息，高利率環境仍會持續多年，末日博士再放話，便宜資金的年代過去了，從政府財政、金融體系，到企業與個人財務，都是威脅。,財經,財經焦點,2023-12-12,"利率,通膨,中性利率,公債殖利率,2024經濟大預測"
5127342?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink-231214-5127342&_branch_match_id=1264039817025409112&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTywoyMnMy9ZLLtdLzs%2FVKynXN%2FOxNMgJLE8sdUsCAGfmULYlAAAA,千萬富翁：我避開7種花費致富,穩定的高收入、有紀律的理財規劃、有優先順序的謹慎支出計畫，都能幫助你成為千萬富翁，關鍵是儲蓄和投資要多於花費，也就是盡量把支出最小化。,財經,投資理財,2023-09-15,"致富,財富自由"
5128089?utm_source=line_cw&utm_medium=ad&utm_campaign=laurel&utm_term=,沒有共通話題，家庭時間變「尬聊」？ 《2023桂冠餐桌論談大調查》：讓健康變成家人的共同語言,你是否也曾遇過想和家人有更多互動，卻無法拉近對話、找到共同話題的困擾？,健康關係,心靈成長,2023-11-16,"桂冠,餐桌論談大調查,健康話題,調整飲食,規律運動"
5128549?utm_campaign=line_cw-social-daily-231214-5128549&utm_source=line_cw&utm_medium=social,成功的人　下班後不做8件事,下班之後，你會做些什麼？倒在沙發上，叫外送，看電視看到睡著？這是正確的休息方式嗎？,健康關係,心靈成長,2023-12-12,"成功,休息,平衡,下班"
5128274?utm_campaign=line_cw-social-daily-231214-5128274&utm_source=line_cw&utm_medium=social,提離職後大加薪？資深人資揭露「老闆加薪留人三大陷阱」,提離職後，老闆慰留最常見的手法，就是「誘之以利」了。面對老闆嘴裡的「大幅加薪」，一面驚訝「原來我這麼值錢！」，一面又擔心會不會只是「畫大餅」？超過15年資歷的104人力銀行人才開發部資深經理林書伃專業揭露，當老闆提出三級跳甚至翻倍的大幅加薪時，怎麼判斷是真心還是陷阱？,管理,職場競爭力,2023-12-12,"轉職,離職,人資,薪資,調薪,加薪"
5128447?utm_source=line_cw&utm_medium=ad25&utm_campaign=economic&utm_term=line-t,從低碳管理到綠色商機！臺中市企業 ESG 輔導進行式 助攻企業永續轉型,「住在臺中就是希望有好的生活環境，我對空污、水電一定要求，也強力執行政見，相信市民感覺到了。」這是臺中市長盧秀燕的堅持，也在 2023 年《天下雜誌》「永續幸福城市大調查」臺中斬獲佳績中見證，臺中在經濟、環境有著六都之首的躍昇幅度，象徵市府對永續議題的高度承諾。而成立「臺中市企業 ESG 輔導團」，正是持續從個人、企業到城市等面向具體落實 ESG，要從輔導到創新，全面邁向 2050 淨零碳排的實踐。,環境,永續發展,2023-12-05,"臺中市政府經發局,永續轉型,ESG 輔導團,淨零排放,淨零經濟學"
5086174?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1264040378694065989&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxsffNwI%2BMIU2OvMrckAAdeyQciAAAA,比爾蓋茲、貝佐斯愛洗碗　科學家說你也該這麼做,身價億萬美元的比爾蓋茲和貝佐斯會做家事嗎？會的！他們兩人都曾在受訪時說，他們晚間在家裡都負責洗碗工作。你或許也可以學起來！,管理,職場競爭力,2017-11-15,"比爾蓋茲,貝佐斯,洗碗,無聊"
