content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
5128262?utm_campaign=line_cw-social-daily-231201-5128262&utm_source=line_cw&utm_medium=social,拉回流失的觀光客　故宮服務拚改革，日本高中生也成關鍵,【野島剛專欄】即將百歲的故宮，雖出身北京，來台也一甲子。近年來台北故宮參觀人數大減，亟需改革，從咖啡店、紀念品到手冊，應翻轉到讓網紅也想來。,時尚品味,藝文,2023-11-28,"故宮,博物館,觀光,野島剛"
https://www.cw.com.tw/feature/topic/cwbookclub?note=cwline_1201,,,,,,
https://www.cw.com.tw/feature/topic/cwbookclub?note=cwline_1201,,,,,,
https://www.cw.com.tw/cwdaily,,,,,,
5127299?gift=461315a75193c76111471eb6e69d3ca329555c276a2f874a227df6137b4e1424&utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-daily,成功的人　每天下班時做6件事,你又撐過了勞碌的一天，準備回家後直接倒在沙發上。但打開追劇用的洋芋片和可樂前，你有想過成功的人這種時候會做些什麼嗎？,管理,職場競爭力,2023-09-22,成功
https://www.cw.com.tw/feature/topic/cwbookclub?note=cwline_1201,,,,,,
https://www.cw.com.tw/cwdaily,,,,,,
https://www.cw.com.tw/fashion?utm_campaign=line_cw-social-daily&utm_source=line_cw&utm_medium=social,,,,,,
5128290?utm_campaign=line_cw-social-daily-231202-5128290&utm_source=line_cw&utm_medium=social,16歲「少年車手」的自白：幫領個錢就賺超商一星期薪水，但我超後悔,少年詐欺犯逐年增加，已成為治安的一大隱憂，到底是何種誘因，讓這些孩子前仆後繼地加入詐騙集團？,政治社會,社會現場,2023-11-30,"詐騙,青少年,車手,犯罪"
5128323?utm_campaign=line_cw-social-daily-231202-5128323&utm_source=line_cw&utm_medium=social,《Forbes》公布「丟人堂」：那些年我們看走眼的明日之星,《Forbes》每年都會發布「30 Under 30」（30位不到30歲傑出年輕領袖）榜，但當中有些人現在已經身敗名裂。現在《Forbes》自嘲地推出「丟人堂」（hall of shame），選出他們後悔曾經挑選的「青年才俊」，像是挪用客戶資產的FTX創辦人班克曼佛瑞德、「製藥哥」史克雷利等等。,國際,美洲,2023-11-30,"Forbes,FTX,詐騙,加密貨幣"
5128308?utm_campaign=line_cw-social-daily-231202-5128308&utm_source=line_cw&utm_medium=social,25歲白手起家千萬富翁最後悔的事：買勞斯萊斯,Web3 NFT社群「胖企鵝」Pudgy Penguins執行長內茲（Luca Netz）落入許多理財專家都曾經警告不要掉進去的陷阱，他買了一輛又新又時髦的豪華汽車，而他非常後悔。,財經,投資理財,2023-11-30,"千萬富翁,名車,豪華車,奢侈品,汽車"
5124771?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1260500305313480786&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxs%2FYBSY1%2B%2FpLT0RLckAKaKaDUiAAAA,編輯實驗：吃飯細嚼慢嚥2週後，發生什麼事？,吃飯細嚼慢嚥真的對健康有助益嗎？一名編輯決定花2週學進行實驗，她選擇了5種方法分別嘗試，兩週後她發現了什麼事？,健康關係,健康醫療,2023-02-27,"飲食,減肥,正念,減壓,壓力"
5128326?utm_campaign=line_cw-social-daily-231203-5128326&utm_source=line_cw&utm_medium=social,Spotify年度回顧，如何揭露「真實的你」？,音樂串流平台的年度回顧主打呈現更「真實」的聆聽習慣，但呈現更真實的音樂品味，竟也可能引發恐慌？,產業,科技,2023-11-30,"Spotify,音樂,串流"
5128318?utm_campaign=line_cw-social-daily-231203-5128318&utm_source=line_cw&utm_medium=social,炒飯影片惹議！蛋炒飯為何成為中國禁忌料理？,連續幾天一個有關蛋炒飯的美食影片在中國網路上引起不小的風波，其主角廚師王剛甚至道歉說再也不做蛋炒飯了。,重磅外媒,德國之聲,2023-12-01,"中國,蛋炒飯,美食部落客,王剛,毛岸英,敏感詞"
https://www.cw.com.tw/feature/topic/cwbookclub?note=cwline_1201,,,,,,
https://www.cw.com.tw/cwdaily,,,,,,
https://www.cw.com.tw/fashion?utm_campaign=line_cw-social-daily&utm_source=line_cw&utm_medium=social,,,,,,
https://maac.io/2jZh7/dtbw6,,,,,,
5126080?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1260500729590312467&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxs%2Fdx8Rxef%2FKT0RLckANPJgfkiAAAA,14歲大學畢業、創辦2家公司　AI神童父母：教養只有一件事不妥協,14歲的他，不但是全球頂級高智商俱樂部門薩（Mensa）成員，更已經大學畢業，創辦兩家公司。他的父母有什麼教養建議嗎？其實神童的爸媽從不催他學業，但有一件事絕不妥協。,教育,親子教養,2023-06-07,"資優,教養,AI,門薩,神童,創業,社交,IQ,智商"
